0.00,-27.00,-157.00,10.00,51218
0,0,535.00,-339.00,-22.00,69969
0,0,425.00,121.00,426.00,69992
0,0,285.00,-97.00,-190.00,70016
0,0,-95.00,-369.00,-366.00,70040
0,0,-399.00,-153.00,-324.00,70063
0,0,-11.00,-371.00,44.00,70087
0,0,207.00,59.00,610.00,70111
0,0,-9.00,-221.00,-92.00,70134
0,0,163.00,53.00,22.00,70157
0,0,17.00,-33.00,-136.00,70201
0,0,-391.00,-7.00,-362.00,70225
0,0,-55.00,59.00,452.00,70248
0,0,37.00,-121.00,166.00,70271
0,0,249.00,-257.00,-224.00,70295
0,0,51.00,-201.00,-158.00,70318
0,0,-343.00,-51.00,-42.00,70341
0,0,-153.00,-109.00,104.00,70365
0,0,-287.00,-367.00,-50.00,70388
0,0,-195.00,-439.00,10.00,70412
0,0,-303.00,53.00,214.00,70435
0,0,-305.00,-163.00,280.00,70459
0,0,-207.00,-303.00,-68.00,70482
0,0,-235.00,-91.00,24.00,70526
0,0,95.00,-41.00,-40.00,70549
0,0,-103.00,-91.00,-10.00,70573
0,0,29.00,33.00,4.00,70597
0,0,59.00,-175.00,-42.00,70620
0,0,21.00,-219.00,-18.00,70644
0,0,-39.00,-179.00,50.00,70667
0,0,35.00,-119.00,40.00,70691
0,0,-39.00,-147.00,-32.00,70714
0,0,21.00,-121.00,-6.00,70738
0,0,9.00,-133.00,56.00,70761
0,0,-27.00,-173.00,-6.00,70784
0,0,-15.00,-175.00,16.00,70807
0,0,-9.00,-181.00,0.00,70850
0,0,-3.00,-147.00,28.00,70873
0,0,-29.00,-147.00,10.00,70896
0,0,-27.00,-127.00,40.00,70920
0,0,-19.00,-147.00,-6.00,70944
0,0,1.00,-171.00,0.00,70967
0,0,-5.00,-167.00,26.00,70991
0,0,3.00,-135.00,30.00,71014
0,0,-15.00,-141.00,20.00,71038
0,0,-27.00,-161.00,-2.00,71062
0,0,-19.00,-157.00,10.00,71085
0,0,-7.00,-151.00,18.00,71109
0,0,-25.00,-163.00,50.00,71133
0.00,0.00,-11.00,-147.00,34.00,71238
0.00,0.00,-37.00,-151.00,20.00,71304
0.00,0.00,-21.00,-149.00,12.00,71369
0.00,0.00,-21.00,-165.00,0.00,71435
0.00,0.00,-29.00,-173.00,2.00,71500
0.00,0.00,-27.00,-151.00,20.00,71566
0.00,0.00,-25.00,-143.00,0.00,71631
0.00,0.00,-9.00,-149.00,48.00,71696
0.00,0.00,1.00,-147.00,4.00,71761
0.00,0.00,-13.00,-135.00,22.00,71847
0,0,-37.00,-149.00,20.00,71870
0,0,-27.00,-159.00,8.00,71893
0,0,-17.00,-151.00,26.00,71917
0,0,-33.00,-165.00,20.00,71941
0,0,-21.00,-161.00,12.00,71964
0,0,-13.00,-149.00,-10.00,71988
0,0,-21.00,-179.00,16.00,72011
0,0,-19.00,-151.00,30.00,72035
0,0,-15.00,-149.00,24.00,72058
0,0,7.00,-139.00,20.00,72082
0,0,-11.00,-151.00,32.00,72105
0,0,-17.00,-157.00,10.00,72129
0,0,-11.00,-163.00,18.00,72152
0,0,-17.00,-167.00,18.00,72176
0,0,-5.00,-161.00,26.00,72199
0,0,-13.00,-149.00,14.00,72223
0,0,-41.00,-167.00,24.00,72246
0,0,-31.00,-155.00,20.00,72269
0,0,-17.00,-153.00,26.00,72293
0,0,-27.00,-153.00,6.00,72316
0,0,-13.00,-147.00,18.00,72340
0,0,-15.00,-141.00,12.00,72363
0,0,-21.00,-159.00,0.00,72387
0,0,-9.00,-167.00,18.00,72410
0,0,-13.00,-155.00,-2.00,72434
0,0,-11.00,-159.00,22.00,72458
0,0,-11.00,-135.00,24.00,72481
0,0,-19.00,-151.00,12.00,72505
0,0,-159.00,-279.00,-132.00,72528
0,0,-219.00,-321.00,-218.00,72552
0,0,-657.00,-485.00,-256.00,72576
0,0,-329.00,93.00,178.00,72599
0,0,-201.00,93.00,216.00,72623
0,0,-59.00,-575.00,-346.00,72647
0,0,497.00,-169.00,624.00,72670
0,0,-137.00,219.00,-400.00,72693
0,0,197.00,-57.00,-50.00,72717
0,0,9.00,45.00,316.00,72740
0,0,-353.00,-97.00,238.00,72764
0,0,-9.00,-459.00,-180.00,72787
0,0,335.00,-15.00,30.00,72811
0,0,291.00,183.00,266.00,72834
0,0,-183.00,-445.00,-232.00,72858
0,0,-385.00,-145.00,-250.00,72881
0,0,-187.00,297.00,522.00,72905
0,0,-103.00,-351.00,34.00,72928
0,0,149.00,-511.00,-250.00,72952
0,0,329.00,89.00,74.00,72976
0,0,-5.00,-523.00,-660.00,72999
0,0,407.00,157.00,-132.00,73022
0,0,359.00,-227.00,-66.00,73066
0,0,447.00,-79.00,-472.00,73090
0,0,-169.00,-91.00,-60.00,73113
0,0,103.00,-257.00,-54.00,73137
0,0,1.00,-139.00,28.00,73160
0,0,-67.00,-95.00,-52.00,73183
0,0,-49.00,-157.00,-12.00,73207
0,0,-53.00,-135.00,48.00,73231
0,0,19.00,-199.00,96.00,73254
0,0,7.00,-201.00,-8.00,73277
0,0,-37.00,-133.00,-14.00,73301
0,0,-15.00,-153.00,28.00,73324
0,0,-39.00,-153.00,0.00,73347
0,0,-23.00,-143.00,32.00,73391
0,0,-35.00,-151.00,8.00,73415
0,0,-15.00,-163.00,8.00,73438
0,0,-19.00,-151.00,46.00,73462
0,0,-25.00,-149.00,8.00,73485
0,0,-19.00,-133.00,22.00,73509
0,0,-39.00,-155.00,32.00,73532
0,0,-39.00,-157.00,18.00,73555
0,0,-13.00,-175.00,4.00,73579
0,0,-17.00,-173.00,0.00,73602
0,0,-13.00,-159.00,44.00,73626
0,0,-21.00,-139.00,14.00,73649
0,0,-17.00,-147.00,-16.00,73672
0,0,-17.00,-133.00,0.00,73716
0,0,-21.00,-159.00,40.00,73739
0,0,-31.00,-165.00,6.00,73763
0,0,-5.00,-163.00,10.00,73787
0,0,-21.00,-153.00,26.00,73810
0,0,-25.00,-151.00,20.00,73834
0,0,-9.00,-149.00,14.00,73857
0,0,-33.00,-129.00,22.00,73881
0,0,-21.00,-157.00,26.00,73904
0,0,-9.00,-169.00,-12.00,73928
0,0,-15.00,-143.00,-4.00,73951
0,0,-23.00,-159.00,6.00,73974
0,0,-15.00,-167.00,4.00,73998
0.00,0.00,-15.00,-141.00,28.00,74104
0.00,0.00,-25.00,-153.00,28.00,74169
0.00,0.00,-19.00,-153.00,30.00,74235
0.00,0.00,-11.00,-167.00,-2.00,74300
0.00,0.00,-13.00,-165.00,20.00,74365
0.00,0.00,-5.00,-151.00,10.00,74431
0.00,0.00,-23.00,-153.00,18.00,74496
0.00,0.00,-17.00,-151.00,26.00,74561
0.00,0.00,-13.00,-167.00,-4.00,74626
0.00,0.00,-19.00,-147.00,12.00,74712
0,0,-23.00,-141.00,22.00,74736
0,0,-5.00,-141.00,18.00,74760
0,0,-19.00,-145.00,12.00,74783
0,0,-11.00,-159.00,16.00,74806
0,0,-25.00,-171.00,20.00,74830
0,0,-9.00,-141.00,12.00,74853
0,0,-31.00,-143.00,28.00,74877
0,0,-31.00,-161.00,32.00,74900
0,0,-9.00,-157.00,24.00,74924
0,0,-23.00,-155.00,34.00,74947
0,0,-7.00,-135.00,24.00,74970
0,0,-19.00,-157.00,20.00,74994
0,0,-3.00,-153.00,20.00,75017
0,0,-17.00,-167.00,14.00,75041
0,0,-7.00,-157.00,24.00,75064
0,0,-19.00,-153.00,18.00,75088
0,0,59.00,-159.00,-62.00,75111
0,0,-41.00,13.00,36.00,75135
0,0,-9.00,-151.00,20.00,75159
0,0,-17.00,-163.00,52.00,75182
0,0,17.00,-145.00,22.00,75205
0,0,-19.00,-157.00,32.00,75229
0,0,9.00,-147.00,4.00,75252
0,0,-41.00,-131.00,8.00,75276
0,0,-3.00,-155.00,36.00,75300
0,0,-29.00,-155.00,24.00,75323
0,0,-15.00,-173.00,-10.00,75346
0,0,-21.00,-141.00,32.00,75369
0,0,-21.00,-129.00,30.00,75393
0,0,-9.00,-137.00,30.00,75416
0,0,-17.00,-157.00,18.00,75439
0,0,-9.00,-151.00,6.00,75463
0,0,-11.00,-135.00,24.00,75486
0,0,-25.00,-157.00,2.00,75510
0,0,-15.00,-147.00,32.00,75534
0,0,-31.00,-151.00,4.00,75557
0,0,-17.00,-147.00,-14.00,75581
0,0,-19.00,-153.00,4.00,75605
0,0,-13.00,-163.00,8.00,75628
0,0,-17.00,-165.00,12.00,75652
0,0,-11.00,-135.00,32.00,75675
0,0,-31.00,-147.00,0.00,75699
0,0,-17.00,-151.00,2.00,75722
0,0,-25.00,-155.00,22.00,75745
0,0,-19.00,-147.00,24.00,75769
0,0,-17.00,-143.00,30.00,75792
0,0,-23.00,-159.00,14.00,75816
0,0,-25.00,-155.00,12.00,75839
0,0,-33.00,-161.00,28.00,75863
0,0,-25.00,-163.00,28.00,75886
0,0,-11.00,-159.00,38.00,75930
0,0,-15.00,-163.00,14.00,75953
0,0,-29.00,-137.00,22.00,75977
0,0,-17.00,-165.00,16.00,76000
0,0,-31.00,-149.00,4.00,76023
0,0,7.00,-167.00,32.00,76046
0,0,-33.00,-159.00,20.00,76070
0,0,-17.00,-133.00,10.00,76093
0,0,-17.00,-163.00,36.00,76116
0,0,-17.00,-149.00,30.00,76139
0,0,-23.00,-137.00,8.00,76163
0,0,-17.00,-131.00,10.00,76186
0,0,-35.00,-155.00,28.00,76210
0,0,-41.00,-157.00,8.00,76233
0,0,-23.00,-145.00,12.00,76257
0,0,-25.00,-153.00,30.00,76281
0,0,-15.00,-145.00,38.00,76304
0,0,-13.00,-139.00,24.00,76328
0,0,-27.00,-141.00,18.00,76352
0,0,-9.00,-155.00,16.00,76375
0,0,-29.00,-161.00,24.00,76399
0,0,-23.00,-159.00,22.00,76422
0,0,-21.00,-143.00,28.00,76446
0,0,-15.00,-175.00,22.00,76469
0,0,-7.00,-151.00,20.00,76493
0,0,-5.00,-145.00,18.00,76517
0,0,-5.00,-167.00,14.00,76540
0,0,-25.00,-155.00,16.00,76584
0,0,-21.00,-145.00,10.00,76607
0,0,-15.00,-149.00,16.00,76631
0,0,-23.00,-153.00,8.00,76655
0,0,-9.00,-147.00,22.00,76678
0,0,-25.00,-141.00,6.00,76701
0,0,-19.00,-155.00,4.00,76724
0,0,-11.00,-155.00,16.00,76748
0,0,-15.00,-153.00,16.00,76772
0,0,-29.00,-155.00,12.00,76795
0,0,-9.00,-135.00,18.00,76819
0,0,-37.00,-149.00,20.00,76842
0,0,-17.00,-157.00,22.00,76865
0,0,-21.00,-179.00,14.00,76908
0,0,-11.00,-145.00,6.00,76931
0,0,-15.00,-155.00,24.00,76954
0,0,-27.00,-143.00,2.00,76977
0,0,-31.00,-131.00,22.00,77001
0,0,-25.00,-153.00,-6.00,77024
0,0,-25.00,-153.00,-12.00,77048
0,0,-25.00,-165.00,10.00,77071
0,0,-17.00,-133.00,40.00,77094
0,0,-11.00,-147.00,30.00,77117
0,0,-27.00,-143.00,-6.00,77140
0,0,-23.00,-161.00,16.00,77163
0,0,-17.00,-157.00,16.00,77186
0,0,-19.00,-155.00,2.00,77209
0,0,-17.00,-157.00,18.00,77231
0.00,0.00,-19.00,-149.00,20.00,77517
0.00,0.00,-9.00,-161.00,18.00,77582
0.00,0.00,-23.00,-153.00,26.00,77647
0.00,0.00,-11.00,-143.00,10.00,77712
0.00,0.00,-23.00,-155.00,32.00,77777
0.00,0.00,-15.00,-151.00,36.00,77843
0.00,0.00,-1.00,-149.00,0.00,77908
0.00,0.00,-29.00,-159.00,16.00,77974
0.00,0.00,-21.00,-147.00,18.00,78039
0.00,0.00,-23.00,-131.00,2.00,78125
0,0,-21.00,-149.00,6.00,78149
0,0,-25.00,-149.00,22.00,78173
0,0,-9.00,-161.00,4.00,78196
0,0,-13.00,-161.00,6.00,78220
0,0,-25.00,-149.00,20.00,78245
0,0,3.00,-141.00,-12.00,78269
0,0,-21.00,-147.00,32.00,78293
0,0,-25.00,-135.00,36.00,78316
0,0,-11.00,-171.00,26.00,78339
0,0,-25.00,-163.00,36.00,78363
0,0,-15.00,-151.00,14.00,78386
0,0,-27.00,-145.00,22.00,78410
0,0,-11.00,-149.00,14.00,78434
0,0,-25.00,-161.00,26.00,78457
0,0,-25.00,-163.00,14.00,78481
0,0,-9.00,-153.00,20.00,78505
0,0,-13.00,-169.00,10.00,78528
0,0,-37.00,-137.00,4.00,78552
0,0,-21.00,-151.00,34.00,78576
0,0,-25.00,-155.00,14.00,78600
0,0,-19.00,-173.00,30.00,78623
0,0,-27.00,-147.00,6.00,78647
0,0,-7.00,-155.00,8.00,78670
0,0,-21.00,-151.00,18.00,78693
0,0,-19.00,-141.00,32.00,78717
0,0,-13.00,-147.00,22.00,78741
0,0,-27.00,-157.00,24.00,78765
0,0,-13.00,-141.00,14.00,78789
0,0,-21.00,-167.00,24.00,78813
0,0,-15.00,-167.00,6.00,78836
0,0,-31.00,-167.00,18.00,78859
0,0,-33.00,-145.00,12.00,78882
0,0,-7.00,-133.00,-4.00,78906
0,0,-13.00,-153.00,36.00,78930
0,0,-19.00,-157.00,18.00,78954
0,0,-9.00,-175.00,18.00,78978
0,0,-31.00,-149.00,2.00,79002
0,0,-19.00,-145.00,2.00,79026
0,0,-13.00,-145.00,-14.00,79050
0,0,-23.00,-153.00,22.00,79074
0,0,-17.00,-157.00,12.00,79098
0,0,-19.00,-147.00,42.00,79122
0,0,-3.00,-179.00,4.00,79145
0,0,-29.00,-159.00,20.00,79167
0,0,-5.00,-151.00,-8.00,79191
0,0,-21.00,-137.00,32.00,79215
0,0,-5.00,-159.00,24.00,79238
0,0,-33.00,-165.00,28.00,79262
0,0,-21.00,-147.00,0.00,79286
0,0,-17.00,-133.00,2.00,79310
0,0,-11.00,-147.00,16.00,79354
0,0,-9.00,-151.00,22.00,79378
0,0,-33.00,-159.00,28.00,79402
0,0,-9.00,-155.00,34.00,79426
0,0,-25.00,-169.00,10.00,79450
0,0,-21.00,-143.00,4.00,79474
0,0,-5.00,-145.00,22.00,79498
0,0,-1.00,-151.00,26.00,79522
0,0,-21.00,-143.00,32.00,79546
0,0,-3.00,-155.00,36.00,79570
0,0,-17.00,-149.00,18.00,79593
0,0,-17.00,-157.00,-4.00,79617
0,0,-7.00,-165.00,22.00,79640
0,0,-19.00,-151.00,8.00,79664
0,0,-15.00,-155.00,20.00,79688
0,0,-31.00,-147.00,0.00,79711
0,0,-25.00,-149.00,10.00,79734
0,0,-33.00,-141.00,24.00,79758
0,0,-23.00,-161.00,16.00,79781
0,0,-35.00,-155.00,4.00,79805
0,0,-13.00,-161.00,42.00,79829
0,0,-25.00,-143.00,-6.00,79853
0,0,-11.00,-159.00,16.00,79877
0,0,-11.00,-157.00,46.00,79901
0,0,-31.00,-165.00,2.00,79925
0,0,-15.00,-139.00,8.00,79949
0,0,-7.00,-153.00,30.00,79973
0,0,-9.00,-151.00,2.00,79997
0,0,-19.00,-157.00,0.00,80022
0,0,-21.00,-169.00,14.00,80046
0,0,-31.00,-155.00,30.00,80070
0,0,-3.00,-145.00,-18.00,80094
0,0,-9.00,-141.00,6.00,80118
0,0,-25.00,-145.00,14.00,80142
0,0,-33.00,-159.00,24.00,80166
0,0,-9.00,-153.00,14.00,80191
0,0,-17.00,-159.00,4.00,80215
0,0,-17.00,-145.00,4.00,80238
0,0,-5.00,-151.00,22.00,80262
0,0,-9.00,-153.00,-2.00,80285
0,0,-9.00,-149.00,8.00,80329
0,0,-3.00,-157.00,40.00,80353
0,0,-9.00,-163.00,12.00,80376
0,0,-31.00,-177.00,30.00,80400
0,0,-27.00,-151.00,22.00,80425
0,0,-15.00,-159.00,12.00,80449
0,0,3.00,-183.00,84.00,80473
0,0,-15.00,-159.00,-6.00,80497
0,0,-51.00,-127.00,8.00,80521
0,0,-3.00,-133.00,22.00,80545
0,0,-15.00,-133.00,22.00,80569
0,0,-15.00,-153.00,44.00,80593
0,0,5.00,-147.00,-2.00,80617
0,0,-39.00,-129.00,-2.00,80641
0.00,0.00,-13.00,-147.00,12.00,80949
0.00,0.00,-35.00,-159.00,20.00,81015
0.00,0.00,-21.00,-157.00,16.00,81081
0.00,0.00,-33.00,-163.00,4.00,81147
0.00,0.00,-19.00,-139.00,38.00,81213
0.00,0.00,-13.00,-157.00,14.00,81280
0.00,0.00,-23.00,-149.00,24.00,81345
0.00,0.00,-35.00,-149.00,14.00,81411
0.00,0.00,-17.00,-139.00,20.00,81476
0.00,0.00,-19.00,-155.00,22.00,81563
0,0,-25.00,-147.00,10.00,81587
0,0,-17.00,-155.00,0.00,81611
0,0,-19.00,-169.00,-2.00,81635
0,0,-19.00,-147.00,8.00,81659
0,0,-17.00,-151.00,36.00,81683
0,0,-23.00,-139.00,22.00,81707
0,0,-9.00,-151.00,16.00,81732
0,0,-27.00,-157.00,10.00,81756
0,0,-19.00,-155.00,4.00,81799
0,0,-3.00,-139.00,30.00,81824
0,0,-21.00,-157.00,12.00,81847
0,0,-21.00,-143.00,6.00,81871
0,0,-11.00,-151.00,40.00,81894
0,0,-17.00,-139.00,24.00,81918
0,0,-15.00,-143.00,32.00,81942
0,0,-9.00,-163.00,14.00,81966
0,0,-7.00,-147.00,-4.00,81989
0,0,-45.00,-143.00,12.00,82013
0,0,-17.00,-155.00,6.00,82037
0,0,-13.00,-137.00,-4.00,82061
0,0,-15.00,-143.00,24.00,82085
0,0,-7.00,-145.00,6.00,82108
0,0,-33.00,-131.00,22.00,82132
0,0,-1.00,-167.00,30.00,82156
0,0,7.00,-163.00,16.00,82180
0,0,-21.00,-167.00,28.00,82204
0,0,-23.00,-141.00,8.00,82229
0,0,-21.00,-145.00,12.00,82253
0,0,-17.00,-139.00,8.00,82277
0,0,-23.00,-165.00,16.00,82301
0,0,-19.00,-137.00,16.00,82325
0,0,-19.00,-139.00,12.00,82349
0,0,-19.00,-161.00,-8.00,82373
0,0,-13.00,-147.00,22.00,82397
0,0,-27.00,-157.00,28.00,82421
0,0,-35.00,-137.00,30.00,82445
0,0,-11.00,-145.00,4.00,82469
0,0,-27.00,-155.00,8.00,82494
0,0,-25.00,-147.00,0.00,82518
0,0,-25.00,-143.00,-8.00,82542
0,0,-17.00,-139.00,-10.00,82565
0,0,-25.00,-163.00,60.00,82589
0,0,-25.00,-165.00,26.00,82613
0,0,-7.00,-165.00,6.00,82636
0,0,-17.00,-147.00,28.00,82660
0,0,-5.00,-143.00,12.00,82684
0,0,-17.00,-153.00,-10.00,82708
0,0,-25.00,-161.00,18.00,82732
0,0,-11.00,-155.00,22.00,82756
0,0,-29.00,-169.00,34.00,82780
0,0,-23.00,-153.00,14.00,82804
0,0,-11.00,-153.00,12.00,82828
0,0,-13.00,-137.00,22.00,82851
0,0,-17.00,-157.00,28.00,82875
0,0,-29.00,-163.00,38.00,82898
0,0,-9.00,-143.00,8.00,82922
0,0,-37.00,-141.00,-2.00,82945
0,0,-35.00,-131.00,30.00,82969
0,0,-15.00,-161.00,18.00,82992
0,0,-3.00,-161.00,28.00,83016
0,0,-41.00,-169.00,40.00,83040
0,0,-3.00,-151.00,8.00,83064
0,0,-11.00,-133.00,8.00,83088
0,0,-37.00,-155.00,-16.00,83112
0,0,-27.00,-185.00,30.00,83136
0,0,3.00,-169.00,20.00,83160
0,0,-27.00,-153.00,6.00,83185
0,0,-17.00,-145.00,20.00,83209
0,0,-23.00,-151.00,30.00,83233
0,0,-5.00,-151.00,-14.00,83257
0,0,-25.00,-157.00,10.00,83281
0,0,-13.00,-155.00,20.00,83305
0,0,-15.00,-151.00,38.00,83329
0,0,-15.00,-161.00,34.00,83353
0,0,-25.00,-157.00,26.00,83377
0,0,-9.00,-155.00,42.00,83422
0,0,-15.00,-147.00,22.00,83446
0,0,-5.00,-155.00,-8.00,83470
0,0,-13.00,-153.00,20.00,83493
0,0,-33.00,-137.00,20.00,83516
0,0,-25.00,-163.00,14.00,83540
0,0,-3.00,-155.00,62.00,83564
0,0,-21.00,-159.00,42.00,83587
0,0,-13.00,-173.00,4.00,83611
0,0,-17.00,-147.00,34.00,83635
0,0,-31.00,-149.00,30.00,83658
0,0,-21.00,-139.00,36.00,83682
0,0,-25.00,-163.00,20.00,83706
0,0,-11.00,-163.00,24.00,83749
0,0,-21.00,-151.00,-2.00,83773
0,0,-13.00,-147.00,22.00,83797
0,0,-35.00,-159.00,10.00,83820
0,0,-33.00,-145.00,56.00,83844
0,0,-11.00,-155.00,-12.00,83867
0,0,-19.00,-159.00,22.00,83891
0,0,-19.00,-159.00,34.00,83914
0,0,-29.00,-167.00,34.00,83937
0,0,-21.00,-151.00,-8.00,83961
0,0,-25.00,-165.00,16.00,83985
0,0,-15.00,-159.00,4.00,84009
0,0,-1.00,-169.00,2.00,84034
0,0,-41.00,-173.00,-6.00,84058
0.00,0.00,-29.00,-147.00,16.00,84365
0.00,0.00,-19.00,-171.00,18.00,84430
0.00,0.00,-17.00,-155.00,22.00,84496
0.00,0.00,-15.00,-153.00,-2.00,84563
0.00,0.00,-19.00,-165.00,24.00,84629
0.00,0.00,-21.00,-137.00,28.00,84695
0.00,0.00,-13.00,-147.00,16.00,84761
0.00,0.00,-1.00,-145.00,26.00,84827
0.00,0.00,-27.00,-155.00,20.00,84892
0.00,0.00,-29.00,-155.00,24.00,84979
0,0,-23.00,-163.00,22.00,85002
0,0,-15.00,-151.00,6.00,85026
0,0,-3.00,-181.00,44.00,85050
0,0,-49.00,-165.00,62.00,85074
0,0,-7.00,-137.00,-42.00,85099
0,0,-17.00,-133.00,36.00,85123
0,0,-5.00,-153.00,28.00,85147
0,0,-11.00,-147.00,4.00,85171
0,0,-7.00,-133.00,38.00,85215
0,0,-17.00,-157.00,12.00,85239
0,0,-7.00,-137.00,10.00,85263
0,0,-21.00,-147.00,12.00,85287
0,0,-13.00,-165.00,20.00,85311
0,0,-11.00,-141.00,18.00,85335
0,0,-21.00,-137.00,26.00,85359
0,0,-11.00,-143.00,6.00,85383
0,0,-13.00,-165.00,24.00,85406
0,0,-11.00,-151.00,0.00,85430
0,0,-21.00,-149.00,-12.00,85453
0,0,-27.00,-157.00,26.00,85477
0,0,-19.00,-145.00,30.00,85500
0,0,-31.00,-145.00,-6.00,85545
0,0,-31.00,-145.00,6.00,85569
0,0,-13.00,-173.00,20.00,85593
0,0,-11.00,-175.00,-2.00,85616
0,0,-5.00,-145.00,-2.00,85640
0,0,-35.00,-167.00,34.00,85663
0,0,-15.00,-137.00,12.00,85687
0,0,-7.00,-137.00,4.00,85711
0,0,-9.00,-169.00,46.00,85735
0,0,-25.00,-157.00,28.00,85759
0,0,-11.00,-151.00,10.00,85783
0,0,-23.00,-141.00,18.00,85807
0,0,-9.00,-145.00,24.00,85831
0,0,-13.00,-131.00,24.00,85855
0,0,-27.00,-151.00,12.00,85880
0,0,-13.00,-163.00,42.00,85904
0,0,-25.00,-167.00,12.00,85928
0,0,-11.00,-147.00,4.00,85951
0,0,-7.00,-153.00,6.00,85975
0,0,-23.00,-167.00,14.00,85998
0,0,-27.00,-125.00,18.00,86022
0,0,-1.00,-143.00,-26.00,86046
0,0,-25.00,-139.00,20.00,86069
0,0,-13.00,-141.00,14.00,86092
0,0,-35.00,-149.00,0.00,86116
0,0,-21.00,-167.00,-10.00,86139
0,0,-17.00,-167.00,30.00,86163
0,0,-33.00,-161.00,-10.00,86187
0,0,-23.00,-139.00,22.00,86211
0,0,-13.00,-161.00,14.00,86235
0,0,-17.00,-173.00,20.00,86260
0,0,-3.00,-133.00,20.00,86284
0,0,-7.00,-151.00,30.00,86308
0,0,1.00,-145.00,4.00,86332
0,0,-15.00,-155.00,30.00,86356
0,0,-29.00,-153.00,24.00,86380
0,0,-17.00,-157.00,30.00,86404
0,0,-15.00,-161.00,28.00,86428
0,0,-25.00,-163.00,18.00,86452
0,0,-5.00,-157.00,-2.00,86477
0,0,-9.00,-147.00,24.00,86501
0,0,-31.00,-149.00,12.00,86525
0,0,-33.00,-149.00,26.00,86549
0,0,-27.00,-161.00,20.00,86572
0,0,-17.00,-135.00,8.00,86596
0,0,-27.00,-159.00,6.00,86619
0,0,-13.00,-135.00,22.00,86642
0,0,3.00,-153.00,22.00,86666
0,0,-7.00,-149.00,8.00,86689
0,0,-1.00,-135.00,32.00,86713
0,0,-5.00,-157.00,32.00,86736
0,0,-29.00,-147.00,20.00,86760
0,0,-15.00,-149.00,34.00,86783
0,0,-5.00,-153.00,8.00,86807
0,0,-5.00,-131.00,16.00,86830
0,0,1.00,-155.00,28.00,86853
0,0,-27.00,-131.00,22.00,86876
0,0,-21.00,-151.00,14.00,86899
0,0,-11.00,-163.00,42.00,86923
0,0,-11.00,-147.00,8.00,86946
0,0,-33.00,-161.00,12.00,86969
0,0,-23.00,-157.00,20.00,86993
0,0,-1.00,-101.00,52.00,87016
0,0,-9.00,-105.00,78.00,87040
0,0,-19.00,-145.00,4.00,87063
0,0,-33.00,-143.00,-6.00,87087
0,0,-3.00,-163.00,0.00,87110
0,0,-9.00,-153.00,28.00,87133
0,0,-15.00,-167.00,14.00,87156
0,0,-29.00,-147.00,12.00,87179
0,0,-9.00,-149.00,14.00,87202
0,0,-23.00,-145.00,18.00,87226
0,0,-9.00,-161.00,8.00,87249
0,0,-9.00,-155.00,0.00,87272
0,0,-13.00,-157.00,24.00,87295
0,0,-25.00,-157.00,20.00,87318
0,0,-9.00,-151.00,12.00,87341
0,0,-23.00,-149.00,8.00,87364
0,0,-17.00,-147.00,10.00,87387
0,0,-17.00,-153.00,50.00,87410
0,0,-7.00,-165.00,28.00,87433
0,0,-23.00,-157.00,18.00,87456
0,0,-21.00,-135.00,0.00,87480
0.00,0.00,-7.00,-145.00,32.00,87786
0.00,0.00,-23.00,-153.00,20.00,87851
0.00,0.00,-19.00,-149.00,14.00,87917
0.00,0.00,-29.00,-161.00,20.00,87982
0.00,0.00,-11.00,-147.00,38.00,88047
0.00,0.00,-31.00,-153.00,8.00,88112
0.00,0.00,-17.00,-133.00,34.00,88178
0.00,0.00,-29.00,-133.00,-16.00,88243
0.00,0.00,-3.00,-145.00,12.00,88308
0.00,0.00,-29.00,-161.00,18.00,88393
0,0,-27.00,-163.00,16.00,88417
0,0,-25.00,-167.00,30.00,88441
0,0,-5.00,-165.00,4.00,88464
0,0,-33.00,-141.00,10.00,88488
0,0,-33.00,-149.00,54.00,88511
0,0,-11.00,-145.00,38.00,88534
0,0,-9.00,-143.00,26.00,88557
0,0,-3.00,-131.00,0.00,88581
