17.00,-22.00,-6.00
11.00,-30.00,-13.00
17.00,-35.00,-4.00
18.00,-23.00,-4.00
14.00,-25.00,1.00
15.00,-17.00,-10.00
10.00,-26.00,-6.00
17.00,-18.00,-1.00
18.00,-27.00,0.00
11.00,-20.00,-3.00
12.00,-27.00,9.00
8.00,-33.00,-8.00
18.00,-31.00,-3.00
8.00,-33.00,-14.00
14.00,-29.00,8.00
20.00,-18.00,-16.00
10.00,-29.00,-13.00
13.00,-17.00,1.00
18.00,-37.00,-3.00
19.00,-27.00,0.00
8.00,-31.00,-4.00
17.00,-31.00,-6.00
14.00,-25.00,-2.00
15.00,-26.00,0.00
7.00,-25.00,-8.00
9.00,-25.00,-3.00
4.00,-28.00,0.00
18.00,-29.00,-9.00
13.00,-28.00,-7.00
7.00,-29.00,5.00
15.00,-37.00,11.00
15.00,-37.00,-6.00
5.00,-31.00,-1.00
5.00,-32.00,5.00
15.00,-30.00,-3.00
15.00,-12.00,3.00
12.00,-28.00,-5.00
18.00,-34.00,-2.00
11.00,-33.00,0.00
20.00,-28.00,1.00
17.00,-34.00,9.00
17.00,-27.00,-21.00
14.00,-32.00,-10.00
18.00,-30.00,8.00
8.00,-31.00,-4.00
9.00,-35.00,-7.00
9.00,-29.00,6.00
12.00,-26.00,-4.00
13.00,-26.00,3.00
14.00,-32.00,-14.00
9.00,-32.00,-4.00
10.00,-34.00,8.00
14.00,-29.00,-1.00
18.00,-21.00,-2.00
12.00,-26.00,-5.00
8.00,-31.00,-8.00
15.00,-27.00,-7.00
9.00,-28.00,0.00
18.00,-27.00,-2.00
15.00,-24.00,-5.00
13.00,-33.00,-5.00
11.00,-27.00,6.00
8.00,-32.00,-5.00
14.00,-20.00,-7.00
10.00,-28.00,-10.00
17.00,-27.00,9.00
21.00,-33.00,-7.00
22.00,-26.00,-5.00
22.00,-30.00,1.00
14.00,-37.00,-2.00
15.00,-23.00,4.00
14.00,-25.00,-1.00
15.00,-31.00,-5.00
23.00,-26.00,6.00
10.00,-22.00,-8.00
16.00,-28.00,-10.00
7.00,-32.00,-8.00
18.00,-26.00,-4.00
9.00,-22.00,4.00
12.00,-36.00,2.00
8.00,-29.00,0.00
23.00,-32.00,-1.00
19.00,-27.00,2.00
7.00,-27.00,-6.00
20.00,-27.00,-1.00
18.00,-26.00,-8.00
17.00,-28.00,-3.00
15.00,-14.00,-7.00
12.00,-31.00,4.00
10.00,-30.00,-7.00
16.00,-26.00,-1.00
20.00,-13.00,-9.00
3.00,-26.00,4.00
14.00,-29.00,-11.00
10.00,-27.00,-12.00
17.00,-30.00,-4.00
15.00,-28.00,-13.00
2.00,-25.00,-3.00
7.00,-25.00,-1.00
19.00,-30.00,-13.00
25.00,-26.00,-9.00
9.00,-30.00,4.00
16.00,-26.00,-6.00
17.00,-35.00,-2.00
17.00,-32.00,-15.00
10.00,-33.00,6.00
17.00,-32.00,-4.00
11.00,-32.00,-2.00
15.00,-20.00,-4.00
20.00,-30.00,3.00
11.00,-18.00,10.00
13.00,-31.00,-9.00
16.00,-29.00,14.00
23.00,-35.00,3.00
18.00,-32.00,-5.00
14.00,-23.00,-2.00
20.00,-21.00,-19.00
14.00,-27.00,-2.00
9.00,-27.00,-3.00
15.00,-27.00,-2.00
14.00,-33.00,-10.00
9.00,-28.00,-11.00
8.00,-29.00,0.00
12.00,-38.00,7.00
15.00,-34.00,-6.00
17.00,-18.00,7.00
19.00,-35.00,0.00
13.00,-29.00,0.00
10.00,-31.00,5.00
11.00,-25.00,0.00
9.00,-31.00,2.00
20.00,-28.00,-19.00
12.00,-25.00,-4.00
10.00,-28.00,3.00
15.00,-38.00,-2.00
13.00,-30.00,-1.00
14.00,-29.00,6.00
12.00,-29.00,-7.00
14.00,-26.00,-4.00
9.00,-26.00,-9.00
13.00,-35.00,6.00
7.00,-35.00,4.00
14.00,-16.00,-3.00
10.00,-24.00,-7.00
6.00,-33.00,3.00
14.00,-25.00,6.00
18.00,-23.00,-7.00
14.00,-24.00,8.00
9.00,-27.00,-1.00
9.00,-13.00,-14.00
20.00,-25.00,7.00
15.00,-27.00,-5.00
13.00,-27.00,-3.00
16.00,-26.00,-5.00
10.00,-31.00,0.00
4.00,-30.00,1.00
8.00,-28.00,-17.00
17.00,-27.00,0.00
16.00,-27.00,16.00
15.00,-24.00,-5.00
15.00,-22.00,-1.00
8.00,-28.00,-8.00
15.00,-24.00,-5.00
5.00,-30.00,-9.00
14.00,-33.00,-2.00
10.00,-36.00,-12.00
12.00,-27.00,-3.00
14.00,-25.00,-11.00
19.00,-31.00,5.00
5.00,-30.00,6.00
16.00,-19.00,-23.00
14.00,-29.00,3.00
23.00,-31.00,10.00
17.00,-24.00,-8.00
9.00,-33.00,-2.00
9.00,-22.00,-2.00
11.00,-28.00,-3.00
11.00,-28.00,-4.00
20.00,-25.00,9.00
16.00,-28.00,8.00
18.00,-10.00,-9.00
21.00,-29.00,-6.00
6.00,-31.00,-5.00
11.00,-21.00,3.00
16.00,-29.00,-15.00
