si,pga,x,y,z,time
0.0,0.0,938.0,1144.0,-15.0,560720
0.0,0.0,1428.0,154.0,1.0,560744
0.0,0.0,1208.0,-812.0,65.0,560767
0.0,0.0,446.0,-1560.0,75.0,560790
0.0,0.0,-564.0,-1318.0,-69.0,560814
0.0,0.0,-1098.0,-790.0,159.0,560837
0.0,0.0,-1328.0,174.0,-75.0,560860
0.0,0.0,-1100.0,1466.0,139.0,560883
0.0,0.0,-12.0,1632.0,-65.0,560906
0.0,0.0,794.0,1326.0,-267.0,560929
0.0,0.0,1440.0,30.0,21.0,560952
0.0,0.0,1400.0,-672.0,103.0,560975
0.0,0.0,588.0,-1178.0,423.0,560999
0.0,0.0,-302.0,-2038.0,29.0,561022
0.0,0.0,-1274.0,-666.0,59.0,561045
0.0,0.0,-1450.0,-222.0,-67.0,561068
0.0,0.0,-1214.0,1202.0,-283.0,561091
0.0,0.0,-164.0,1554.0,-149.0,561114
0.0,0.0,916.0,1416.0,-47.0,561137
0.0,0.0,1462.0,432.0,-119.0,561160
0.0,0.0,1528.0,-700.0,113.0,561183
0.0,0.0,802.0,-1804.0,13.0,561206
0.0,0.0,-550.0,-1494.0,19.0,561229
0.0,0.0,-1326.0,-840.0,-35.0,561252
0.0,0.0,-1582.0,258.0,-85.0,561275
0.0,0.0,-1186.0,1440.0,-153.0,561298
0.0,0.0,58.0,1606.0,-159.0,561321
0.0,0.0,1250.0,1036.0,-399.0,561345
0.0,0.0,1644.0,-138.0,101.0,561368
0.0,0.0,1388.0,-1266.0,13.0,561391
0.0,0.0,144.0,-2168.0,-151.0,561414
0.0,0.0,-808.0,-1206.0,357.0,561437
0.0,0.0,-1616.0,-550.0,-45.0,561460
0.0,0.0,-1496.0,808.0,17.0,561484
0.0,0.0,-518.0,1846.0,-31.0,561507
0.0,0.0,1460.0,-1368.0,529.0,561592
0.0,0.0,-1830.0,-340.0,-43.0,561658
0.0,0.0,872.0,1824.0,107.0,561722
0.0,0.0,1088.0,-1860.0,-371.0,561788
0.0,0.0,-1758.0,-12.0,-195.0,561853
0.0,0.0,1226.0,1546.0,113.0,561918
0.0,0.0,168.0,-1518.0,261.0,561983
0.0,0.0,-1632.0,1366.0,-181.0,562048
0.0,0.0,1716.0,1036.0,153.0,562113
0.0,0.0,-1658.0,-1202.0,215.0,562198
0.0,0.0,-2000.0,554.0,-327.0,562222
0.0,0.0,-1054.0,1722.0,-71.0,562245
0.0,0.0,772.0,2000.0,-75.0,562268
0.0,0.0,1946.0,1412.0,449.0,562291
0.0,0.0,2200.0,-692.0,-9.0,562314
0.0,0.0,770.0,-1486.0,335.0,562337
0.0,0.0,-1126.0,-1732.0,197.0,562360
0.0,0.0,-1984.0,-434.0,251.0,562383
0.0,0.0,-1834.0,786.0,-809.0,562406
0.0,0.0,1164.0,1718.0,-89.0,562450
0.0,0.0,2294.0,388.0,-165.0,562473
0.0,0.0,1630.0,-1560.0,25.0,562496
0.0,0.0,286.0,-3162.0,779.0,562519
0.0,0.0,-1562.0,-1594.0,95.0,562542
0.0,0.0,-2202.0,306.0,23.0,562565
0.0,0.0,-1420.0,1984.0,-295.0,562589
0.0,0.0,382.0,2624.0,-407.0,562612
0.0,0.0,2072.0,1408.0,-827.0,562635
0.0,0.0,2198.0,-672.0,169.0,562659
0.0,0.0,874.0,-1708.0,201.0,562682
0.0,0.0,-1330.0,-1826.0,7.0,562705
0.0,0.0,-2332.0,-338.0,341.0,562728
0.0,0.0,-1968.0,1884.0,-345.0,562751
0.0,0.0,-88.0,1740.0,-159.0,562774
0.0,0.0,1856.0,1354.0,-135.0,562798
0.0,0.0,2568.0,-198.0,89.0,562821
0.0,0.0,1190.0,-2230.0,337.0,562844
0.0,0.0,-900.0,-2360.0,49.0,562867
0.0,0.0,-2380.0,-698.0,-141.0,562891
0.0,0.0,-2132.0,1702.0,-555.0,562914
0.0,0.0,-366.0,2256.0,-315.0,562937
0.0,0.0,1506.0,2006.0,-241.0,562961
0.0,0.0,2376.0,158.0,-619.0,562984
0.0,0.0,1366.0,-2286.0,389.0,563007
0.0,0.0,-474.0,-1750.0,-207.0,563031
0.0,0.0,-2244.0,-968.0,99.0,563054
0.0,0.0,-2224.0,1754.0,263.0,563076
0.0,0.0,-462.0,2386.0,-447.0,563100
0.0,0.0,1578.0,2050.0,-201.0,563123
0.0,0.0,2516.0,-296.0,279.0,563146
0.0,0.0,1524.0,-2858.0,-111.0,563169
0.0,0.0,-208.0,-2656.0,577.0,563192
0.0,0.0,-2280.0,-1168.0,-229.0,563216
0.0,0.0,-2386.0,1010.0,-405.0,563239
0.0,0.0,-362.0,2510.0,-535.0,563263
0.0,0.0,1868.0,1686.0,219.0,563286
0.0,0.0,2650.0,-1212.0,-451.0,563309
0.0,0.0,1204.0,-2682.0,69.0,563333
0.0,0.0,-754.0,-1988.0,-101.0,563356
0.0,0.0,-2612.0,-216.0,-167.0,563379
0.0,0.0,-2370.0,1954.0,-395.0,563402
0.0,0.0,82.0,2228.0,-631.0,563425
0.0,0.0,2250.0,1338.0,239.0,563448
0.0,0.0,2646.0,-1012.0,79.0,563471
0.0,0.0,954.0,-2744.0,609.0,563494
0.0,0.0,-1246.0,-2048.0,269.0,563518
0.0,0.0,-2690.0,-20.0,13.0,563541
0.0,0.0,-1866.0,2676.0,-145.0,563565
0.0,0.0,778.0,2420.0,-383.0,563588
0.0,0.0,2498.0,1210.0,-169.0,563611
0.0,0.0,2002.0,-1806.0,189.0,563634
0.0,0.0,156.0,-2918.0,-79.0,563657
0.0,0.0,-1928.0,-1462.0,177.0,563681
0.0,0.0,-2616.0,860.0,9.0,563704
0.0,0.0,-798.0,2828.0,-335.0,563727
0.0,0.0,1536.0,2084.0,-143.0,563750
0.0,0.0,2986.0,-420.0,281.0,563773
0.0,0.0,1494.0,-2892.0,81.0,563797
0.0,0.0,-1018.0,-2758.0,593.0,563820
0.0,0.0,-2556.0,-612.0,-185.0,563843
0.0,0.0,-2314.0,1840.0,-139.0,563866
0.0,0.0,172.0,2668.0,-205.0,563889
0.0,0.0,2470.0,1200.0,-11.0,563912
0.0,0.0,2800.0,-1618.0,-141.0,563935
0.0,0.0,342.0,-2636.0,901.0,563958
0.0,0.0,-1714.0,-1434.0,-145.0,563981
0.0,0.0,-2740.0,648.0,-225.0,564005
0.0,0.0,-1316.0,2756.0,-197.0,564028
0.0,0.0,1248.0,2334.0,-191.0,564051
0.0,0.0,-2934.0,866.0,-53.0,564156
0.0,0.0,3010.0,-4.0,-459.0,564221
0.0,0.0,-2084.0,-1258.0,-69.0,564286
0.0,0.0,1338.0,2182.0,-251.0,564351
0.0,0.0,-882.0,-2662.0,855.0,564416
0.0,0.0,-738.0,2988.0,-291.0,564481
0.0,0.0,1680.0,-1912.0,-73.0,564547
0.0,0.0,-2478.0,1676.0,25.0,564612
0.0,0.0,3216.0,-206.0,265.0,564677
0.0,0.0,-2394.0,1586.0,249.0,564762
0.0,0.0,-148.0,2726.0,-233.0,564786
0.0,0.0,2476.0,1144.0,67.0,564809
0.0,0.0,3030.0,-1108.0,591.0,564832
0.0,0.0,410.0,-3104.0,99.0,564855
0.0,0.0,-1826.0,-1412.0,245.0,564878
0.0,0.0,-2946.0,730.0,-243.0,564901
0.0,0.0,-1294.0,2910.0,-467.0,564924
0.0,0.0,1384.0,2182.0,-457.0,564948
0.0,0.0,3156.0,850.0,1013.0,564971
0.0,0.0,1522.0,-2928.0,-175.0,564994
0.0,0.0,-1072.0,-2404.0,557.0,565017
0.0,0.0,-2800.0,-414.0,-239.0,565041
0.0,0.0,-2190.0,2290.0,93.0,565064
0.0,0.0,500.0,2860.0,-327.0,565087
0.0,0.0,2640.0,996.0,329.0,565110
0.0,0.0,2844.0,-1888.0,385.0,565133
0.0,0.0,-464.0,-2988.0,273.0,565156
0.0,0.0,-2098.0,-1318.0,-141.0,565179
0.0,0.0,-2914.0,1456.0,-89.0,565202
0.0,0.0,-956.0,3278.0,-613.0,565225
0.0,0.0,1938.0,1938.0,-479.0,565248
0.0,0.0,3080.0,-1038.0,-423.0,565271
0.0,0.0,978.0,-3316.0,-119.0,565294
0.0,0.0,-1440.0,-2640.0,-185.0,565318
0.0,0.0,-2730.0,6.0,185.0,565341
0.0,0.0,-2056.0,2762.0,151.0,565364
0.0,0.0,888.0,2794.0,-521.0,565387
0.0,0.0,2492.0,1070.0,369.0,565410
0.0,0.0,2508.0,-2116.0,425.0,565433
0.0,0.0,-452.0,-3628.0,-403.0,565456
0.0,0.0,-2184.0,-1376.0,-171.0,565480
0.0,0.0,-2612.0,976.0,-469.0,565503
0.0,0.0,-634.0,2812.0,-429.0,565526
0.0,0.0,2250.0,1772.0,-177.0,565549
0.0,0.0,3172.0,-436.0,657.0,565572
0.0,0.0,762.0,-3362.0,235.0,565595
0.0,0.0,-1682.0,-1800.0,339.0,565618
0.0,0.0,-2876.0,538.0,91.0,565641
0.0,0.0,-1650.0,2702.0,-33.0,565664
0.0,0.0,1170.0,2766.0,-285.0,565688
0.0,0.0,2920.0,1380.0,1251.0,565711
0.0,0.0,2182.0,-2020.0,141.0,565734
0.0,0.0,-536.0,-2208.0,1479.0,565757
0.0,0.0,-2384.0,-864.0,-123.0,565780
0.0,0.0,-2484.0,1956.0,-305.0,565803
0.0,0.0,-136.0,2902.0,-509.0,565827
0.0,0.0,2554.0,1102.0,-59.0,565850
0.0,0.0,2974.0,-1370.0,237.0,565873
0.0,0.0,518.0,-3488.0,791.0,565897
0.0,0.0,-1688.0,-1734.0,-129.0,565920
0.0,0.0,-2968.0,976.0,127.0,565943
0.0,0.0,-1180.0,2574.0,75.0,565966
0.0,0.0,1366.0,2316.0,-161.0,565989
0.0,0.0,2982.0,494.0,1025.0,566012
0.0,0.0,1374.0,-2768.0,173.0,566036
0.0,0.0,-882.0,-2556.0,345.0,566059
0.0,0.0,-2698.0,-580.0,-139.0,566082
0.0,0.0,-2186.0,1948.0,77.0,566104
0.0,0.0,282.0,2818.0,-487.0,566128
0.0,0.0,2494.0,960.0,65.0,566151
0.0,0.0,2642.0,-1982.0,261.0,566174
0.0,0.0,-344.0,-3744.0,-301.0,566198
0.0,0.0,-2102.0,-1178.0,303.0,566221
0.0,0.0,-2572.0,1650.0,415.0,566244
0.0,0.0,-828.0,3296.0,77.0,566267
0.0,0.0,1882.0,1958.0,-257.0,566290
0.0,0.0,3100.0,16.0,525.0,566313
0.0,0.0,648.0,-3382.0,-223.0,566337
0.0,0.0,-1300.0,-1990.0,163.0,566360
0.0,0.0,-2850.0,190.0,-387.0,566383
0.0,0.0,-1824.0,2356.0,-539.0,566406
0.0,0.0,958.0,2834.0,-449.0,566429
0.0,0.0,2640.0,170.0,-507.0,566452
0.0,0.0,2428.0,-1704.0,141.0,566475
0.0,0.0,-800.0,-2376.0,587.0,566499
0.0,0.0,-2392.0,-1306.0,11.0,566522
0.0,0.0,-2576.0,1152.0,-17.0,566545
0.0,0.0,-254.0,2874.0,-89.0,566568
0.0,0.0,2448.0,1618.0,-43.0,566591
0.0,0.0,3122.0,-782.0,641.0,566615
0.0,0.0,-2176.0,1902.0,149.0,566700
0.0,0.0,3090.0,-1650.0,211.0,566765
0.0,0.0,-2856.0,282.0,-351.0,566830
0.0,0.0,2716.0,892.0,103.0,566895
0.0,0.0,-1710.0,-1402.0,143.0,566960
0.0,0.0,1052.0,2728.0,-509.0,567026
0.0,0.0,-338.0,-3654.0,1491.0,567091
0.0,0.0,-1220.0,2548.0,-807.0,567156
0.0,0.0,2162.0,-1900.0,279.0,567221
0.0,0.0,-1080.0,2840.0,-887.0,567306
0.0,0.0,1568.0,2054.0,-641.0,567329
0.0,0.0,3152.0,-1124.0,-689.0,567353
0.0,0.0,932.0,-3138.0,15.0,567376
0.0,0.0,-1518.0,-2222.0,219.0,567399
0.0,0.0,-2704.0,-104.0,-249.0,567422
0.0,0.0,-2184.0,2506.0,-307.0,567445
0.0,0.0,900.0,2844.0,-101.0,567469
0.0,0.0,3026.0,740.0,-51.0,567492
0.0,0.0,2326.0,-1562.0,797.0,567516
0.0,0.0,-2274.0,-1278.0,-33.0,567559
0.0,0.0,-2558.0,1512.0,25.0,567582
0.0,0.0,-710.0,3416.0,-517.0,567606
0.0,0.0,2092.0,2078.0,-433.0,567629
0.0,0.0,3126.0,-584.0,-9.0,567653
0.0,0.0,464.0,-2876.0,229.0,567676
0.0,0.0,-1538.0,-2282.0,-35.0,567699
0.0,0.0,-2864.0,84.0,-489.0,567722
0.0,0.0,-1796.0,2482.0,-627.0,567745
0.0,0.0,1106.0,2836.0,-525.0,567768
0.0,0.0,3196.0,186.0,183.0,567792
0.0,0.0,2196.0,-1882.0,-111.0,567815
0.0,0.0,-530.0,-2504.0,1493.0,567838
0.0,0.0,-2536.0,-796.0,69.0,567861
0.0,0.0,-2388.0,2220.0,325.0,567885
0.0,0.0,-12.0,3238.0,-57.0,567908
0.0,0.0,2446.0,1302.0,31.0,567931
0.0,0.0,2964.0,-1382.0,437.0,567954
0.0,0.0,288.0,-2632.0,239.0,567977
0.0,0.0,-1736.0,-1660.0,-357.0,568000
0.0,0.0,-2912.0,708.0,-377.0,568023
0.0,0.0,-1414.0,2974.0,-521.0,568046
0.0,0.0,1414.0,2398.0,-401.0,568069
0.0,0.0,3216.0,332.0,701.0,568092
0.0,0.0,1686.0,-3076.0,-529.0,568115
0.0,0.0,-1014.0,-2526.0,439.0,568138
0.0,0.0,-2658.0,-556.0,-103.0,568161
0.0,0.0,-2194.0,1862.0,393.0,568184
0.0,0.0,372.0,2890.0,51.0,568208
0.0,0.0,2684.0,998.0,273.0,568231
0.0,0.0,2864.0,-1582.0,647.0,568254
0.0,0.0,16.0,-3008.0,485.0,568277
0.0,0.0,-1926.0,-1212.0,27.0,568300
0.0,0.0,-2898.0,1002.0,93.0,568323
0.0,0.0,-850.0,2824.0,-493.0,568346
0.0,0.0,1442.0,2002.0,-629.0,568369
0.0,0.0,3190.0,-856.0,435.0,568392
0.0,0.0,1018.0,-3034.0,-493.0,568416
0.0,0.0,-1250.0,-1976.0,-307.0,568439
0.0,0.0,-2970.0,356.0,-125.0,568462
0.0,0.0,-1812.0,2594.0,-463.0,568486
0.0,0.0,864.0,2840.0,-365.0,568509
0.0,0.0,2898.0,814.0,223.0,568532
0.0,0.0,2450.0,-1644.0,643.0,568555
0.0,0.0,-590.0,-3000.0,-59.0,568578
0.0,0.0,-2530.0,-1186.0,-7.0,568601
0.0,0.0,-2754.0,1300.0,23.0,568625
0.0,0.0,-336.0,2998.0,91.0,568648
0.0,0.0,2162.0,1924.0,27.0,568671
0.0,0.0,3296.0,-1316.0,-267.0,568694
0.0,0.0,916.0,-2934.0,-91.0,568717
0.0,0.0,-1652.0,-1914.0,-91.0,568740
0.0,0.0,-3074.0,406.0,-379.0,568763
0.0,0.0,-1778.0,2758.0,-655.0,568786
0.0,0.0,1292.0,2350.0,-727.0,568809
0.0,0.0,3102.0,306.0,361.0,568832
0.0,0.0,1942.0,-3070.0,-83.0,568856
0.0,0.0,-1084.0,-2768.0,-239.0,568879
0.0,0.0,-2576.0,-680.0,-113.0,568902
0.0,0.0,-2424.0,1654.0,65.0,568925
0.0,0.0,402.0,3282.0,-55.0,568948
0.0,0.0,2464.0,1418.0,165.0,568971
0.0,0.0,2856.0,-1528.0,239.0,568994
0.0,0.0,308.0,-2944.0,819.0,569017
0.0,0.0,-1838.0,-1764.0,-251.0,569041
0.0,0.0,-2894.0,580.0,-283.0,569064
0.0,0.0,-1196.0,2630.0,-739.0,569087
0.0,0.0,1380.0,2388.0,-541.0,569110
0.0,0.0,3264.0,-392.0,-89.0,569134
0.0,0.0,1222.0,-3390.0,-393.0,569157
0.0,0.0,2048.0,2062.0,-331.0,569263
0.0,0.0,-976.0,-2572.0,149.0,569328
0.0,0.0,68.0,3240.0,11.0,569393
