id,value,feed_id,created_at,lat,lon,ele
0FFMK4MHM9NG4SFVDF6K4JB4QD,1481.63,2699034,2023-12-19 20:46:13 UTC,,,
0FFMK4PDSTPV5CSK3C6M88S2NP,2321.09,2699034,2023-12-19 20:46:19 UTC,,,
0FFMK4RB6PJVB6ARYWJHD7GQWA,2243.05,2699034,2023-12-19 20:46:25 UTC,,,
0FFMK4T8KK6ZK36ZH5RSZEQET5,1345.00,2699034,2023-12-19 20:46:31 UTC,,,
0FFMK4W62YWCZJF387V5GEGPGT,1479.87,2699034,2023-12-19 20:46:38 UTC,,,
0FFMK4Y3FMM651ZJ9BS78BZPK0,1495.50,2699034,2023-12-19 20:46:44 UTC,,,
0FFMK5013K2FHMAXV7WJ2KKDWV,1144.28,2699034,2023-12-19 20:46:50 UTC,,,
0FFMK51Y87RE9YZVQBKSQQ8M52,1187.45,2699034,2023-12-19 20:46:56 UTC,,,
0FFMK53VMYRXFR8VAQR0M7478R,1028.78,2699034,2023-12-19 20:47:03 UTC,,,
0FFMK55RZCKP4CQCEDMBQW3KD6,1937.39,2699034,2023-12-19 20:47:09 UTC,,,
0FFMK57PEQ9N0G2HGHHS9JZR47,2519.52,2699034,2023-12-19 20:47:15 UTC,,,
0FFMK59KTAW3KYN39YXS3KAG85,1419.93,2699034,2023-12-19 20:47:22 UTC,,,
0FFMK5BH62W1DDHTHMTZ7Z21A3,1231.55,2699034,2023-12-19 20:47:28 UTC,,,
0FFMK5DEJZ1356X2M47C0Q8B0V,1196.45,2699034,2023-12-19 20:47:34 UTC,,,
0FFMK5FC06VT4BGC8Q4Q7Z5PVS,1418.23,2699034,2023-12-19 20:47:40 UTC,,,
0FFMK5H9C248DPC48B2H4X6FZM,1152.55,2699034,2023-12-19 20:47:47 UTC,,,
0FFMK5K6QDBYEFBAWHWZTM6KGC,1116.59,2699034,2023-12-19 20:47:53 UTC,,,
0FFMK5N45HCH95F2R538MNFAXN,1189.53,2699034,2023-12-19 20:47:59 UTC,,,
0FFMK5Q1JDX2XZQ6PR9NS5VZA9,937.94,2699034,2023-12-19 20:48:06 UTC,,,
0FFMK5RYWA4526MB24F7B39P9F,877.28,2699034,2023-12-19 20:48:12 UTC,,,
0FFMK5TWACF0WCHCZS7HZGGG7F,878.48,2699034,2023-12-19 20:48:18 UTC,,,
0FFMK5WSTNCKK3MZ8J4ATHRFK6,907.88,2699034,2023-12-19 20:48:24 UTC,,,
0FFMK5YQ63AKWJQ1YQ63HWDV5H,908.58,2699034,2023-12-19 20:48:31 UTC,,,
0FFMK60MF8B6B1W5V059J2EZNZ,907.27,2699034,2023-12-19 20:48:37 UTC,,,
0FFMK62HZ0NFR8BNC40151C068,909.82,2699034,2023-12-19 20:48:43 UTC,,,
0FFMK64F8DTBBWZPQ1KF8EQ8QZ,914.49,2699034,2023-12-19 20:48:50 UTC,,,
0FFMK66CP5FQ405XWGZFW0E3V5,911.99,2699034,2023-12-19 20:48:56 UTC,,,
0FFMK68A4GGPYG1X961PF9YP8C,914.56,2699034,2023-12-19 20:49:02 UTC,,,
0FFMK6A7H9BT587A4DHQDZGRE6,860.87,2699034,2023-12-19 20:49:08 UTC,,,
0FFMK6C4THC9QNTVC92CWGH49F,844.84,2699034,2023-12-19 20:49:15 UTC,,,
0FFMK6E2BQ3DW9VS56SKB3R79A,810.00,2699034,2023-12-19 20:49:21 UTC,,,
0FFMK6FZMW7QT3HAEX7Y8N7Q9T,756.09,2699034,2023-12-19 20:49:27 UTC,,,
0FFMK6HX1VFH8NX7JX9KA8CZZM,710.70,2699034,2023-12-19 20:49:34 UTC,,,
0FFMK6KTFMG458K5757KANH9C1,697.02,2699034,2023-12-19 20:49:40 UTC,,,
0FFMK6NQS1XGTQJGGTT50X0RZF,734.31,2699034,2023-12-19 20:49:46 UTC,,,
0FFMK6QNJW2F4P4EF845TD5VS5,944.01,2699034,2023-12-19 20:49:53 UTC,,,
0FFMK6SJJEWTDKA1G2MQ85SV75,792.60,2699034,2023-12-19 20:49:59 UTC,,,
0FFMK6VFZ4GJTGHGGW0RG2B3D0,790.13,2699034,2023-12-19 20:50:05 UTC,,,
0FFMK6XDG963ZGM1MSKXECRB75,780.00,2699034,2023-12-19 20:50:11 UTC,,,
0FFMK6ZATNM7FW1T9N577FPZ5A,878.28,2699034,2023-12-19 20:50:18 UTC,,,
0FFMK71843Z73HRPNM7CCFEYN4,806.92,2699034,2023-12-19 20:50:24 UTC,,,
0FFMK735PHWDZCPJJGFPGKQH0M,856.79,2699034,2023-12-19 20:50:30 UTC,,,
0FFMK7531GKZ07RPG67N20DDPW,1084.31,2699034,2023-12-19 20:50:36 UTC,,,
0FFMK77095E72DNZZ6Z1TG5PTY,1130.98,2699034,2023-12-19 20:50:43 UTC,,,
0FFMK78XQA8MMZSDXN7EWRVG5J,977.40,2699034,2023-12-19 20:50:49 UTC,,,
0FFMK7AVCAJTY5KGXJEGEJB1FT,913.50,2699034,2023-12-19 20:50:55 UTC,,,
0FFMK7CRJH8WSCV22AKKZ4A0AT,930.17,2699034,2023-12-19 20:51:02 UTC,,,
0FFMK7ENWWPMQCXGAY5HSV33EP,1062.91,2699034,2023-12-19 20:51:08 UTC,,,
0FFMK7GKAEGXN64K7MW6T5952C,1052.24,2699034,2023-12-19 20:51:14 UTC,,,
0FFMK7JGR7JAWQ28HPT0R3J8PR,872.28,2699034,2023-12-19 20:51:20 UTC,,,
0FFMK7ME46Q608QAR5TA0HBGNC,1021.88,2699034,2023-12-19 20:51:27 UTC,,,
0FFMK7PBF45EBTC74TMV2CD0RV,1078.52,2699034,2023-12-19 20:51:33 UTC,,,
0FFMK7R8WH4ZF47ERAF5MVMMDY,1064.07,2699034,2023-12-19 20:51:39 UTC,,,
0FFMK7T6GC0G701JHKJ59N12PZ,1014.39,2699034,2023-12-19 20:51:46 UTC,,,
0FFMK7W3Q3SS4SB2SDGWDV65QF,992.20,2699034,2023-12-19 20:51:52 UTC,,,
0FFMK7Y10X18TPY1YHBVKJAPKD,991.35,2699034,2023-12-19 20:51:58 UTC,,,
0FFMK7ZYER3HZDE7V2TM3CT158,1005.00,2699034,2023-12-19 20:52:04 UTC,,,
0FFMK81VTZ9304390WW70WW1DB,1019.31,2699034,2023-12-19 20:52:11 UTC,,,
0FFMK83SAJEQB2TT495EXTVV5G,1019.31,2699034,2023-12-19 20:52:17 UTC,,,
0FFMK85PMSNTNP4M3T0F5NJT77,1024.34,2699034,2023-12-19 20:52:23 UTC,,,
0FFMK87M0Q73SNG4TPJ1KWGPGW,1072.33,2699034,2023-12-19 20:52:30 UTC,,,
0FFMK89HDD35RS9GYTRG20PDZS,1076.39,2699034,2023-12-19 20:52:36 UTC,,,
0FFMK8BEW5T9QE1KRSMYXXT3ES,1044.09,2699034,2023-12-19 20:52:42 UTC,,,
0FFMK8DC6E9BP7RK9JNCC32ATJ,1031.50,2699034,2023-12-19 20:52:48 UTC,,,
0FFMK8F9J6NGP9WX1K3YRVBMH1,1021.46,2699034,2023-12-19 20:52:55 UTC,,,
0FFMK8H724J11NFCYVFTT1Q15V,1016.55,2699034,2023-12-19 20:53:01 UTC,,,
0FFMK8K4EW1353TFPN0R7SHEZF,1015.74,2699034,2023-12-19 20:53:07 UTC,,,
0FFMK8N1S62EAHM8K5EV1R0929,1015.93,2699034,2023-12-19 20:53:14 UTC,,,
0FFMK8PZ6FEBFSF8GRK90F7AZ3,1018.85,2699034,2023-12-19 20:53:20 UTC,,,
0FFMK8RWJDZQG0PRPRD3XVY9YD,1013.10,2699034,2023-12-19 20:53:26 UTC,,,
0FFMK8TSZW08YT9E4QMP0Y7PDJ,1001.71,2699034,2023-12-19 20:53:33 UTC,,,
0FFMK8WQDNXD98QD00S566196V,996.20,2699034,2023-12-19 20:53:39 UTC,,,
0FFMK8YMSC1NZCSQTNEQQ4GYSH,994.17,2699034,2023-12-19 20:53:45 UTC,,,
0FFMK90J96KMV4RWTPEPG2K4ST,991.10,2699034,2023-12-19 20:53:51 UTC,,,
0FFMK92FJ8XE42AY7AXCC8RZDH,993.16,2699034,2023-12-19 20:53:58 UTC,,,
0FFMK94CWWDJKYS6Q3Q7ZHJE03,996.66,2699034,2023-12-19 20:54:04 UTC,,,
0FFMK96AAZCRGT6N7C5WATH5T5,1002.98,2699034,2023-12-19 20:54:10 UTC,,,
0FFMK987R6N8VRVYXRNR72DVB2,1006.66,2699034,2023-12-19 20:54:17 UTC,,,
0FFMK9A54ZK057XX6VW9X2QXKC,1008.53,2699034,2023-12-19 20:54:23 UTC,,,
0FFMK9C2G91TP248JW7PMC5N0Y,1010.74,2699034,2023-12-19 20:54:29 UTC,,,
0FFMK9DZWKVB8J6GN4VH81QEDC,1014.68,2699034,2023-12-19 20:54:35 UTC,,,
0FFMK9FXRN4RY2ME0WH55EPBFH,1020.26,2699034,2023-12-19 20:54:42 UTC,,,
0FFMK9HTRSAYHBXGFCPJQDNAAW,1018.86,2699034,2023-12-19 20:54:48 UTC,,,
0FFMK9KR6KWY6NM6XM8G9RGAX9,1017.40,2699034,2023-12-19 20:54:54 UTC,,,
0FFMK9NNM73SGD1X8F170NVDJ6,1015.85,2699034,2023-12-19 20:55:01 UTC,,,
