id,value,feed_id,created_at,lat,lon,ele
0FFNEDDK0GCQG5J47D07DTA3GX,7.47,2699864,2023-12-20 22:11:30 UTC,,,
0FFNEDFGH65F6XPHS46YGMEWT4,7.08,2699864,2023-12-20 22:11:37 UTC,,,
0FFNEDHDQX215A7D7XX2BBNMAZ,6.58,2699864,2023-12-20 22:11:43 UTC,,,
0FFNEDKB4CBAAQHM3RDKRX2H23,9.70,2699864,2023-12-20 22:11:49 UTC,,,
0FFNEDN8GJMJQ51W3R7YCRDH5G,46.99,2699864,2023-12-20 22:11:56 UTC,,,
0FFNEDQ5XZG1R5FRH4HRTK46Q4,70.22,2699864,2023-12-20 22:12:02 UTC,,,
0FFNEDS3B65MXS044AR6NH6R22,71.67,2699864,2023-12-20 22:12:08 UTC,,,
0FFNEDV0P0M8ZFS9S4DE8E4RH8,68.48,2699864,2023-12-20 22:12:14 UTC,,,
0FFNEDWY2D3ESS7AS1ZJTXHB9X,53.44,2699864,2023-12-20 22:12:21 UTC,,,
0FFNEDYVMD5QYW4ZKW0DQC9E8D,46.50,2699864,2023-12-20 22:12:27 UTC,,,
0FFNEE0RX70Z23K1FXY1Y5Z6D5,43.25,2699864,2023-12-20 22:12:33 UTC,,,
0FFNEE2P9AK5F1F1W4R3DXPMWH,40.97,2699864,2023-12-20 22:12:40 UTC,,,
0FFNEE4KPW3SXC96V2161ZX3J5,38.74,2699864,2023-12-20 22:12:46 UTC,,,
0FFNEE6H4VDWK1DRN1G0V74WDS,36.41,2699864,2023-12-20 22:12:52 UTC,,,
0FFNEE8EMSX7S8JRV3A8B8GHEE,35.20,2699864,2023-12-20 22:12:58 UTC,,,
0FFNEEABV0W1HAQY4F1ZKM802Y,34.43,2699864,2023-12-20 22:13:05 UTC,,,
0FFNEEC96NBSF8JVR7TEVWZCN5,33.76,2699864,2023-12-20 22:13:11 UTC,,,
0FFNEEE6K1P4P6R44D7VAQK0GQ,33.43,2699864,2023-12-20 22:13:17 UTC,,,
0FFNEEG3ZVR8GRP2AABT1J72QZ,32.53,2699864,2023-12-20 22:13:24 UTC,,,
0FFNEEJ1CFB2QJM96WCX5F273K,31.89,2699864,2023-12-20 22:13:30 UTC,,,
0FFNEEKYT62V01719H2Y7DT6K1,31.74,2699864,2023-12-20 22:13:36 UTC,,,
0FFNEENW5M4G60SBRPQVACXHN0,31.40,2699864,2023-12-20 22:13:42 UTC,,,
0FFNEEQSH0E4FTT7FDJWVC72B9,30.74,2699864,2023-12-20 22:13:49 UTC,,,
0FFNEESPYAN94D2TGJR7NYF05B,30.37,2699864,2023-12-20 22:13:55 UTC,,,
0FFNEEVMF6W4BBAQWQ9D40SQQD,30.14,2699864,2023-12-20 22:14:01 UTC,,,
0FFNEEXHR6SD5NQNSBQPMKN0ND,29.60,2699864,2023-12-20 22:14:08 UTC,,,
0FFNEEZF3XSM8TMFHBGYNVWG4D,28.96,2699864,2023-12-20 22:14:14 UTC,,,
0FFNEF1CG6SC69T42BS4X390GX,29.07,2699864,2023-12-20 22:14:20 UTC,,,
0FFNEF39W8PZCKZ4D4Y4VZKVDN,28.48,2699864,2023-12-20 22:14:26 UTC,,,
0FFNEF578V6G6QDR8TBAMSTS63,28.48,2699864,2023-12-20 22:14:33 UTC,,,
0FFNEF74Q59B4CG8KHAM2A73JT,28.48,2699864,2023-12-20 22:14:39 UTC,,,
0FFNEF923EH2MRX25CMWEZSD8Z,28.48,2699864,2023-12-20 22:14:45 UTC,,,
0FFNEFAZED14451PXGVX3Z4YZK,28.34,2699864,2023-12-20 22:14:52 UTC,,,
0FFNEFCWTJ2KMZKFP5144VH0Q9,28.31,2699864,2023-12-20 22:14:58 UTC,,,
0FFNEFET7ZVNWZVNZ702T2TMZV,28.23,2699864,2023-12-20 22:15:04 UTC,,,
0FFNEFGQMWBZGK43MR14Q0JSYY,27.76,2699864,2023-12-20 22:15:10 UTC,,,
0FFNEFJNCEWCVFYSGGST6DHG7Q,26.71,2699864,2023-12-20 22:15:17 UTC,,,
0FFNEFMJFPV1VSXBSN27TMJZYF,25.62,2699864,2023-12-20 22:15:23 UTC,,,
0FFNEFPFSWAK7KMRMT3Y6DQP8M,25.91,2699864,2023-12-20 22:15:29 UTC,,,
0FFNEFRDCRN7JT8BGX5FGPFZDF,26.51,2699864,2023-12-20 22:15:36 UTC,,,
0FFNEFTAK2T0FYW46VDNMKZBW2,26.76,2699864,2023-12-20 22:15:42 UTC,,,
0FFNEFW84KR3N0HWZ29NMGTTJB,25.74,2699864,2023-12-20 22:15:48 UTC,,,
0FFNEFY5BHYG7RQM7B5ZZCR8BJ,25.24,2699864,2023-12-20 22:15:54 UTC,,,
0FFNEG02V46V0MV9BBM6JZKDDD,25.53,2699864,2023-12-20 22:16:01 UTC,,,
0FFNEG204B4NDSX2P3MNS7JFN7,25.97,2699864,2023-12-20 22:16:07 UTC,,,
0FFNEG3XHM34581XZZ0DMNRSRH,25.67,2699864,2023-12-20 22:16:13 UTC,,,
0FFNEG5TY0R7EEQA46CW9BSVQP,24.49,2699864,2023-12-20 22:16:20 UTC,,,
0FFNEG7RDAWXQXZM0217GDJ4WT,23.47,2699864,2023-12-20 22:16:26 UTC,,,
0FFNEG9NRF8DCPCJTKN46FYGVV,23.46,2699864,2023-12-20 22:16:32 UTC,,,
0FFNEGBKC11JJX0SAQMR21RSZ4,24.38,2699864,2023-12-20 22:16:39 UTC,,,
0FFNEGDGEK6Z98MN3X7SR331Z5,24.88,2699864,2023-12-20 22:16:45 UTC,,,
