id,value,feed_id,Time Stemp,lat,lon,ele
0FFMKDX7SXTVS4KE9FEHN36YTY,106.43,2699033,2023-12-19 21:02:25 UTC,,,
0FFMKDZ59RZTMFT6GJDH032EXG,104.21,2699033,2023-12-19 21:02:31 UTC,,,
0FFMKE12JKYD8APFSWS4W6NAE9,106.33,2699033,2023-12-19 21:02:37 UTC,,,
0FFMKE303SQVYSDPG0TMCRQKXJ,107.27,2699033,2023-12-19 21:02:44 UTC,,,
0FFMKE4XBXQR76BBGE787SH4W7,104.24,2699033,2023-12-19 21:02:50 UTC,,,
0FFMKE6TTP8V6SDJHW7212P22B,103.19,2699033,2023-12-19 21:02:56 UTC,,,
0FFMKE8R53W5YVQ83GSY507W8K,108.90,2699033,2023-12-19 21:03:02 UTC,,,
0FFMKEANGH5Z40Q2J7645368K4,108.49,2699033,2023-12-19 21:03:09 UTC,,,
0FFMKECJXVA23M7DD1PVGQ5W02,108.83,2699033,2023-12-19 21:03:15 UTC,,,
0FFMKEEGA67W8TJ70979FFKTS4,106.85,2699033,2023-12-19 21:03:21 UTC,,,
0FFMKEGDPJPD6CGQAWYPAQDVM5,103.10,2699033,2023-12-19 21:03:28 UTC,,,
0FFMKEJB3B7AG4YJ5Z0SAJRYVP,102.41,2699033,2023-12-19 21:03:34 UTC,,,
0FFMKEM8HZH4C5B0DTNX0HS22M,103.27,2699033,2023-12-19 21:03:40 UTC,,,
0FFMKEP5WMQW3R9JMTXKC7KR9Z,103.06,2699033,2023-12-19 21:03:46 UTC,,,
0FFMKER39A9MVXVA2AFM66FWAN,106.75,2699033,2023-12-19 21:03:53 UTC,,,
0FFMKET0VPHE75VMVNAXJTSEXT,107.86,2699033,2023-12-19 21:03:59 UTC,,,
0FFMKEVY4R34TN6JCNHGZB4AHZ,107.18,2699033,2023-12-19 21:04:05 UTC,,,
0FFMKEXVF96FHFV8YP1XACVHCN,103.64,2699033,2023-12-19 21:04:12 UTC,,,
0FFMKEZRWAFBGE2EKP9ZVHNHYS,102.03,2699033,2023-12-19 21:04:18 UTC,,,
0FFMKF1PBXCNB1BXHARF0Z7MES,99.64,2699033,2023-12-19 21:04:24 UTC,,,
0FFMKF3KNTT188BWN4S8DSG3PS,103.07,2699033,2023-12-19 21:04:30 UTC,,,
0FFMKF5H1M4SAMP2JH9C0559B6,104.16,2699033,2023-12-19 21:04:37 UTC,,,
0FFMKF7EDSWHPQB6DPVQ7NSWCK,104.67,2699033,2023-12-19 21:04:43 UTC,,,
0FFMKF9BV31JSQ8FYZWGGQY0RA,100.90,2699033,2023-12-19 21:04:49 UTC,,,
0FFMKFB98ADF9C6WASJHYPYG0V,99.05,2699033,2023-12-19 21:04:56 UTC,,,
0FFMKFD6QNNEABXSDEP3H3S79B,96.60,2699033,2023-12-19 21:05:02 UTC,,,
0FFMKFF4008HAX99MWAEW63TXP,100.25,2699033,2023-12-19 21:05:08 UTC,,,
0FFMKFH1FD0FCBEPYNYDCRY130,100.88,2699033,2023-12-19 21:05:15 UTC,,,
0FFMKFJYRN893B01GNQQN9AY4X,103.29,2699033,2023-12-19 21:05:21 UTC,,,
0FFMKFMW7D36M1K0SA85TJNJM3,102.02,2699033,2023-12-19 21:05:27 UTC,,,
0FFMKFPSNEQRGJRZE4W16TZXGT,104.04,2699033,2023-12-19 21:05:33 UTC,,,
0FFMKFRQ8PZKSWNWSZ16K6SSWJ,99.31,2699033,2023-12-19 21:05:40 UTC,,,
0FFMKFTMFHKZ4JX3AQQC2WE35T,96.19,2699033,2023-12-19 21:05:46 UTC,,,
0FFMKFWHSQ3TJ0D2JP271EG5SH,99.88,2699033,2023-12-19 21:05:52 UTC,,,
0FFMKFYF5Y0B7QVW7QC7MJJN7A,98.51,2699033,2023-12-19 21:05:59 UTC,,,
0FFMKG0CRMEMPKH3RHTW7N7N2S,97.59,2699033,2023-12-19 21:06:05 UTC,,,
0FFMKG2A045J14S0F8ZKT3ZYQJ,97.22,2699033,2023-12-19 21:06:11 UTC,,,
0FFMKG47BYKQEAMEHR4A0P7KF0,97.39,2699033,2023-12-19 21:06:17 UTC,,,
0FFMKG64TY6KQCGR8REX8B6PHR,96.22,2699033,2023-12-19 21:06:24 UTC,,,
0FFMKG8239S7C1W6QJEFQBVHJS,93.13,2699033,2023-12-19 21:06:30 UTC,,,
0FFMKG9ZPGJHCZ6XJRQ3486J5P,94.87,2699033,2023-12-19 21:06:36 UTC,,,
0FFMKGBX0MTHXDDNV2DQMNK9NT,98.10,2699033,2023-12-19 21:06:43 UTC,,,
0FFMKGDTAE6JR4Y1EK21HF82TN,101.51,2699033,2023-12-19 21:06:49 UTC,,,
0FFMKGFQP5NQD0D7VM9JDZW49Z,100.11,2699033,2023-12-19 21:06:55 UTC,,,
0FFMKGHN7ZJVFTKVFDJ5XQN7NS,98.32,2699033,2023-12-19 21:07:01 UTC,,,
0FFMKGKJH2T922C7M5AJD8NF79,99.60,2699033,2023-12-19 21:07:08 UTC,,,
0FFMKGNFVFN41MPEG9CNFP6NCJ,103.36,2699033,2023-12-19 21:07:14 UTC,,,
0FFMKGQD978RZ00P6DEATZAKMM,100.72,2699033,2023-12-19 21:07:20 UTC,,,
0FFMKGSAQ69HX5NA8SWV3KVCBE,98.18,2699033,2023-12-19 21:07:27 UTC,,,
0FFMKGV83WVF7X0C755MZH2J2F,99.82,2699033,2023-12-19 21:07:33 UTC,,,
0FFMKGX5FZF17ABN57GMM1HWYE,99.28,2699033,2023-12-19 21:07:39 UTC,,,
0FFMKGZ2XBE80Y3N91A64WGAYH,97.06,2699033,2023-12-19 21:07:45 UTC,,,
0FFMKH10CEN14ZX1T6HS939C78,98.08,2699033,2023-12-19 21:07:52 UTC,,,
0FFMKH2XKNZ4TMDJDWZ2PCMBWS,99.01,2699033,2023-12-19 21:07:58 UTC,,,
0FFMKH4TZV4X8G2NXE202HV75Z,98.01,2699033,2023-12-19 21:08:04 UTC,,,
0FFMKH6REJV761KCZKVYRT8WCX,98.61,2699033,2023-12-19 21:08:11 UTC,,,
0FFMKH8NSX90W600MTG450AT7Y,97.78,2699033,2023-12-19 21:08:17 UTC,,,
0FFMKHAK86AAJ71FS4W45MQY33,95.43,2699033,2023-12-19 21:08:23 UTC,,,
0FFMKHCGW8SRM7E1554ZKF3MRW,96.07,2699033,2023-12-19 21:08:29 UTC,,,
0FFMKHEDZRFPRP2Y0WR8YHE8YM,96.83,2699033,2023-12-19 21:08:36 UTC,,,
0FFMKHGBBMFJT1Y4HGK8Z2492X,97.20,2699033,2023-12-19 21:08:42 UTC,,,
0FFMKHJ8S4T9BSM563J3ER90NW,93.73,2699033,2023-12-19 21:08:48 UTC,,,
0FFMKHM67T60212NQKR890889F,96.77,2699033,2023-12-19 21:08:55 UTC,,,
0FFMKHP3H59Y12TVSQVACA2A72,96.15,2699033,2023-12-19 21:09:01 UTC,,,
0FFMKHR0YRHDAP855VCMQ662P5,93.73,2699033,2023-12-19 21:09:07 UTC,,,
0FFMKHSYB7TWPJ8H3670C7ESTJ,92.03,2699033,2023-12-19 21:09:13 UTC,,,
0FFMKHVVPSNWT7W5NH5KEA81FF,91.21,2699033,2023-12-19 21:09:20 UTC,,,
0FFMKHXS3K9886NP2F32VSXGZT,92.65,2699033,2023-12-19 21:09:26 UTC,,,
0FFMKHZPGHMDPJQ15RDXESYS13,94.22,2699033,2023-12-19 21:09:32 UTC,,,
0FFMKJ1KY1TR8DSB71WVCRGPDX,95.90,2699033,2023-12-19 21:09:39 UTC,,,
0FFMKJ3H8VQ8AJHV8MMT694046,96.59,2699033,2023-12-19 21:09:45 UTC,,,
0FFMKJ5EQW63TWA3Q8T1RFK1FC,97.03,2699033,2023-12-19 21:09:51 UTC,,,
0FFMKJ7C4E2HZT54JWC3YBEEF1,98.47,2699033,2023-12-19 21:09:57 UTC,,,
0FFMKJ99GSXAJZY4QSQ108XVF4,98.15,2699033,2023-12-19 21:10:04 UTC,,,
0FFMKJB6X420NHJYNH7BRCT649,97.93,2699033,2023-12-19 21:10:10 UTC,,,
0FFMKJD4QG8VE6ZP834RQQ7Q2K,98.80,2699033,2023-12-19 21:10:16 UTC,,,
0FFMKJF1P8QVHD5QTMYYFA8AS7,98.58,2699033,2023-12-19 21:10:23 UTC,,,
0FFMKJGZ5SYCBC6ZV6ARTGAW5N,96.84,2699033,2023-12-19 21:10:29 UTC,,,
0FFMKJJWHZG2XZPE437XEM3WEB,102.57,2699033,2023-12-19 21:10:35 UTC,,,
0FFMKJMSW36P1NBZG2Q7W65GN4,106.26,2699033,2023-12-19 21:10:41 UTC,,,
0FFMKJPQA6VPMS0T42TVMFF420,101.94,2699033,2023-12-19 21:10:48 UTC,,,
0FFMKJRMP7RNPMFMK4PWVCZ7XV,102.44,2699033,2023-12-19 21:10:54 UTC,,,
0FFMKJTJ28198MNQ5T34FVR0Q6,109.54,2699033,2023-12-19 21:11:00 UTC,,,
0FFMKJWFTQ9F654GHB3DVY4WVV,177.08,2699033,2023-12-19 21:11:07 UTC,,,
0FFMKJYCVV033DPYEPC7NW2HN9,204.69,2699033,2023-12-19 21:11:13 UTC,,,
0FFMKK0A5D1Q5KR0BEV5VSQHB3,241.04,2699033,2023-12-19 21:11:19 UTC,,,
0FFMKK27KWRYKRCC7YXY32Q79X,164.74,2699033,2023-12-19 21:11:25 UTC,,,
0FFMKK44ZS0PNTH8NN7BKVVBTZ,178.65,2699033,2023-12-19 21:11:32 UTC,,,
0FFMKK62E11Q58P3XCRJF9H857,162.70,2699033,2023-12-19 21:11:38 UTC,,,
0FFMKK7ZR0MAQE00ZQR4VCHKED,143.35,2699033,2023-12-19 21:11:44 UTC,,,
0FFMKK9X6JQSC4Z1220BHQ97CX,340.00,2699033,2023-12-19 21:11:51 UTC,,,
0FFMKKBTMFRG5NA3A4E2E40S1F,274.39,2699033,2023-12-19 21:11:57 UTC,,,
0FFMKKDQZ6MG21ABHJRV2BN5YZ,172.05,2699033,2023-12-19 21:12:03 UTC,,,
0FFMKKFNBGYGS1V091CJVHBKF1,287.85,2699033,2023-12-19 21:12:09 UTC,,,
0FFMKKHJQRBGJM7P6T182DAWNN,400.78,2699033,2023-12-19 21:12:16 UTC,,,
0FFMKKKG6K0GFN7DC0G2CS0N2J,393.26,2699033,2023-12-19 21:12:22 UTC,,,
0FFMKKNDJCHZP6BDY09YNEFYQC,393.26,2699033,2023-12-19 21:12:28 UTC,,,
0FFMKKQAXWRZTQ6Q25ADN83386,288.53,2699033,2023-12-19 21:12:35 UTC,,,
0FFMKKS8A4MFE8QTJPNTBQJ36N,193.02,2699033,2023-12-19 21:12:41 UTC,,,
0FFMKKV5QDFJKHJYPD658D77B9,331.20,2699033,2023-12-19 21:12:47 UTC,,,
0FFMKKX33N2DTG39ZXJMBH7RSF,261.58,2699033,2023-12-19 21:12:53 UTC,,,
0FFMKKZ0P9Z2NSKWV11SJM19D5,260.33,2699033,2023-12-19 21:13:00 UTC,,,
0FFMKM0XWCYY0BBN40XPTZ2NQY,262.58,2699033,2023-12-19 21:13:06 UTC,,,
0FFMKM2VAMXP1XPTVE4E1KF2DA,348.00,2699033,2023-12-19 21:13:12 UTC,,,
0FFMKM4RP5M79RVBC27T0V89T2,316.70,2699033,2023-12-19 21:13:19 UTC,,,
0FFMKM6P690PS3FPTDBDZG4R88,362.46,2699033,2023-12-19 21:13:25 UTC,,,
0FFMKM8KE68ZXAKFTHG8EZAT57,445.55,2699033,2023-12-19 21:13:31 UTC,,,
0FFMKMAGVQ9A5VWF4T9G7KTWV0,472.12,2699033,2023-12-19 21:13:37 UTC,,,
0FFMKMCE98QYEE88JGDK6HXE4R,520.78,2699033,2023-12-19 21:13:44 UTC,,,
0FFMKMEBMQ2WM9A7X8Z0MFB1JS,441.72,2699033,2023-12-19 21:13:50 UTC,,,
0FFMKMG925RNEMNB2ZBCZ595ZH,422.21,2699033,2023-12-19 21:13:56 UTC,,,
0FFMKMJ6GAF98BYQTC6RWHAYT6,304.83,2699033,2023-12-19 21:14:03 UTC,,,
0FFMKMM3WM4EMWZZQJYM3FCRDJ,285.44,2699033,2023-12-19 21:14:09 UTC,,,
0FFMKMP1AJFZFKFFHY14NTXRTS,192.70,2699033,2023-12-19 21:14:15 UTC,,,
0FFMKMQYTC74QTZAKGXP529SF0,185.19,2699033,2023-12-19 21:14:21 UTC,,,
0FFMKMSW5BK76RMGANCGPGNMB4,133.01,2699033,2023-12-19 21:14:28 UTC,,,
0FFMKMVSEJS82Q2CPMGMZFTC9A,123.88,2699033,2023-12-19 21:14:34 UTC,,,
0FFMKMXPY3SARG7HNP0JHM369B,116.90,2699033,2023-12-19 21:14:40 UTC,,,
0FFMKMZM8V8CT9R48W77PM4YK3,114.46,2699033,2023-12-19 21:14:47 UTC,,,
0FFMKN1HNWS60B0Q6FHCWRJT39,108.53,2699033,2023-12-19 21:14:53 UTC,,,
0FFMKN3F2W7NGFK2J7S88T71B5,100.25,2699033,2023-12-19 21:14:59 UTC,,,
0FFMKN5CETWECWASQ0B3P9WNB9,440.99,2699033,2023-12-19 21:15:05 UTC,,,
0FFMKN79WBHEMC3H2EJ98BX9AX,315.32,2699033,2023-12-19 21:15:12 UTC,,,
0FFMKN977C64MN75N0T8Y13M7W,206.94,2699033,2023-12-19 21:15:18 UTC,,,
0FFMKNB4PVMY9A5YAM66SW8TX8,222.74,2699033,2023-12-19 21:15:24 UTC,,,
0FFMKND252B6NCTZ851F53598J,256.37,2699033,2023-12-19 21:15:31 UTC,,,
0FFMKNEZBJXFMV92NCP7EF19RN,325.72,2699033,2023-12-19 21:15:37 UTC,,,
0FFMKNGWR0MB0X9EZNYHPW9B6E,328.84,2699033,2023-12-19 21:15:43 UTC,,,
0FFMKNJTCRG4TCRG269JM3WXP6,233.26,2699033,2023-12-19 21:15:49 UTC,,,
0FFMKNMQH76DGXSZ4B8K8GMA6M,280.00,2699033,2023-12-19 21:15:56 UTC,,,
0FFMKNPMYYP689S8AKD4FQK2HW,305.66,2699033,2023-12-19 21:16:02 UTC,,,
0FFMKNRJBZ22F9PVWPPZ7PZMFC,218.75,2699033,2023-12-19 21:16:08 UTC,,,
0FFMKNTFR5QCKN5X6QR35XH93H,261.77,2699033,2023-12-19 21:16:15 UTC,,,
0FFMKNWD5Y7EW1KH24SQ2SNVF5,154.97,2699033,2023-12-19 21:16:21 UTC,,,
0FFMKNYAJQ2WNHCRK79DKYMRSA,380.48,2699033,2023-12-19 21:16:27 UTC,,,
0FFMKP07XHWDTPM5A5G453KJY2,298.66,2699033,2023-12-19 21:16:33 UTC,,,
0FFMKP25C8JSSQE3ZEV7T8KHVT,407.24,2699033,2023-12-19 21:16:40 UTC,,,
0FFMKP42P1ZRHVGS0FQTFG6YRK,387.43,2699033,2023-12-19 21:16:46 UTC,,,
0FFMKP6058J1YZNZ7ZW747D2Y6,313.95,2699033,2023-12-19 21:16:52 UTC,,,
0FFMKP7XGVENDBNFXXWVAJ17N5,352.67,2699033,2023-12-19 21:16:59 UTC,,,
0FFMKP9TZ16X8VSG74DA36QM3D,321.91,2699033,2023-12-19 21:17:05 UTC,,,
0FFMKPBR8CWZ7KVH3F1Y08H8YK,298.41,2699033,2023-12-19 21:17:11 UTC,,,
0FFMKPDNN3B7F6JJR725625GBS,195.60,2699033,2023-12-19 21:17:17 UTC,,,
0FFMKPFK2DHFR9R50Q9YEPA9ZC,163.26,2699033,2023-12-19 21:17:24 UTC,,,
0FFMKPHGFYKSRQ8NY4QXP4P7SX,226.39,2699033,2023-12-19 21:17:30 UTC,,,
0FFMKPKDW65MRHABB0W7ZGESJ2,231.98,2699033,2023-12-19 21:17:36 UTC,,,
0FFMKPNBD5EWW0Y1GJW46JTSRV,235.47,2699033,2023-12-19 21:17:43 UTC,,,
0FFMKPQ8TDMRJ2AZ79CTW99EXC,260.98,2699033,2023-12-19 21:17:49 UTC,,,
0FFMKPS641PSY0RNECX45JD73K,170.83,2699033,2023-12-19 21:17:55 UTC,,,
0FFMKPV3HGQSSXFVDFD91WAP65,253.78,2699033,2023-12-19 21:18:01 UTC,,,
0FFMKPX0TK52GNRYXW5FZP67HF,327.37,2699033,2023-12-19 21:18:08 UTC,,,
0FFMKPYY8GCF5DKGVR7E1H18C1,321.81,2699033,2023-12-19 21:18:14 UTC,,,
0FFMKQ0VKVCCMJS7Q5J012N5CZ,320.86,2699033,2023-12-19 21:18:20 UTC,,,
0FFMKQ2S33J84EDSP7SKK9ME7C,334.25,2699033,2023-12-19 21:18:27 UTC,,,
0FFMKQ4PH164HNPFVD8XNHQ6RQ,322.41,2699033,2023-12-19 21:18:33 UTC,,,
0FFMKQ6KT6QAX3KPYJYKAT3DHH,311.85,2699033,2023-12-19 21:18:39 UTC,,,
0FFMKQ8H8YNASPSNNTWVYGW8RM,307.43,2699033,2023-12-19 21:18:45 UTC,,,
0FFMKQAEK631Q5RGH56MWJYKDN,304.17,2699033,2023-12-19 21:18:52 UTC,,,
0FFMKQCBYNWF0ZK7J0C3NQSG11,293.15,2699033,2023-12-19 21:18:58 UTC,,,
0FFMKQE9C1WVE3CB1CDT5QMWD2,300.77,2699033,2023-12-19 21:19:04 UTC,,,
0FFMKQG6T0XMVP7NAJE7X9TRQD,298.62,2699033,2023-12-19 21:19:11 UTC,,,
0FFMKQJ48EXYHG4KK9VVMDXHQ7,302.47,2699033,2023-12-19 21:19:17 UTC,,,
0FFMKQM1K453VSMEGM2S6E293W,302.24,2699033,2023-12-19 21:19:23 UTC,,,
0FFMKQNZ0APA56RTPEDSW8DNR8,302.59,2699033,2023-12-19 21:19:29 UTC,,,
0FFMKQQWK5FWR689SY5QBDQ2P7,301.46,2699033,2023-12-19 21:19:36 UTC,,,
0FFMKQSSTEQ7T1BA4GY0Z47CAT,323.65,2699033,2023-12-19 21:19:42 UTC,,,
0FFMKQVQ4JJ44CWEJ9H7MMBHR6,330.58,2699033,2023-12-19 21:19:48 UTC,,,
0FFMKQXMH7GP8PHYKHGNXGCQF1,266.99,2699033,2023-12-19 21:19:55 UTC,,,
0FFMKQZHZD1N3BNC0X3FSTFA97,253.80,2699033,2023-12-19 21:20:01 UTC,,,
0FFMKR1F9PPF85HJAAD0ZEH6FX,236.00,2699033,2023-12-19 21:20:07 UTC,,,
0FFMKR3CVV6VGMC4KVXA3K5SJ2,234.89,2699033,2023-12-19 21:20:14 UTC,,,
0FFMKR5A4KA1B5SMDYSN3029BF,259.25,2699033,2023-12-19 21:20:20 UTC,,,
0FFMKR77FZ13D8J0RZN1G0P8NJ,251.43,2699033,2023-12-19 21:20:26 UTC,,,
0FFMKR9503DEKHFH95WPP99W1Q,254.27,2699033,2023-12-19 21:20:32 UTC,,,
0FFMKRB2BRXMX5TXX9P4TM1ZRK,247.74,2699033,2023-12-19 21:20:39 UTC,,,
0FFMKRCZR5TGCJJEFFXRWWBSE9,246.42,2699033,2023-12-19 21:20:45 UTC,,,
0FFMKREX358CTDZHXXMDQ5Y90B,257.71,2699033,2023-12-19 21:20:51 UTC,,,
0FFMKRGTH31RXSBD9JN7YCM0WC,254.79,2699033,2023-12-19 21:20:58 UTC,,,
0FFMKRJQVYSVXGQ2KYEWPK5KAJ,248.54,2699033,2023-12-19 21:21:04 UTC,,,
0FFMKRMN9YKD23P7J986CKBRPW,250.11,2699033,2023-12-19 21:21:10 UTC,,,
0FFMKRPJNBJTSM63T7SH3S38K8,251.62,2699033,2023-12-19 21:21:16 UTC,,,
0FFMKRRG15XKHHSCF3MKDQQSW9,255.70,2699033,2023-12-19 21:21:23 UTC,,,
0FFMKRTDEQFF8QW1E1RKENSVGP,254.95,2699033,2023-12-19 21:21:29 UTC,,,
0FFMKRWATT4Z3F80DVFNHY4BZ5,254.16,2699033,2023-12-19 21:21:35 UTC,,,
0FFMKRY8B3DC4Q8ZESVQSYFS2Y,243.67,2699033,2023-12-19 21:21:42 UTC,,,
0FFMKS05NC5YGXQREVD6CAW83D,234.35,2699033,2023-12-19 21:21:48 UTC,,,
0FFMKS23202T098NMFTF0841E9,226.29,2699033,2023-12-19 21:21:54 UTC,,,
0FFMKS40MV6TGTP3GJG4MZHQFV,216.88,2699033,2023-12-19 21:22:00 UTC,,,
0FFMKS5XW7R81NRQH0P6FHVCC5,212.78,2699033,2023-12-19 21:22:07 UTC,,,
0FFMKS7V9433B75XZA118B4TKM,216.86,2699033,2023-12-19 21:22:13 UTC,,,
0FFMKS9RKJEVMBQPEFVSAW28GW,230.40,2699033,2023-12-19 21:22:19 UTC,,,
0FFMKSBNZY8EKJ2N1QVPZC4XDK,227.70,2699033,2023-12-19 21:22:26 UTC,,,
0FFMKSDKEE8HF2EAZ094Y3JYQ4,215.53,2699033,2023-12-19 21:22:32 UTC,,,
0FFMKSFGSQ55AMMCVQW4HYJ4T9,216.61,2699033,2023-12-19 21:22:38 UTC,,,
0FFMKSHEAAAGS6A2B69KP5R83A,213.37,2699033,2023-12-19 21:22:44 UTC,,,
0FFMKSKBN5TY3G181WFZRXS3C4,207.88,2699033,2023-12-19 21:22:51 UTC,,,
0FFMKSN8ZYED997BYY4Q96SW4M,207.74,2699033,2023-12-19 21:22:57 UTC,,,
0FFMKSQ6F5HC04KH9NTVXWQXRP,201.80,2699033,2023-12-19 21:23:03 UTC,,,
0FFMKSS3QVHKWKMFBS0DZ42WZM,199.84,2699033,2023-12-19 21:23:10 UTC,,,
0FFMKSV173KZAY4ACZVQ5PXJCK,195.00,2699033,2023-12-19 21:23:16 UTC,,,
0FFMKSWYHABS27K8BNK5MPJSJY,196.03,2699033,2023-12-19 21:23:22 UTC,,,
0FFMKSYVXT0HD27D310ZKCAGR5,192.55,2699033,2023-12-19 21:23:28 UTC,,,
0FFMKT0SBCPW3E0BQPFZJ00AW1,188.55,2699033,2023-12-19 21:23:35 UTC,,,
0FFMKT2PTKZ4Z6PW2SVD1D9VFK,200.80,2699033,2023-12-19 21:23:41 UTC,,,
0FFMKT4M52C1Z7YFQEPSX41HK3,200.15,2699033,2023-12-19 21:23:47 UTC,,,
0FFMKT6HGRJNE0JPX8ESFT5GP6,200.22,2699033,2023-12-19 21:23:54 UTC,,,
0FFMKT8F38J6XNRJNA1JSGH3TP,197.79,2699033,2023-12-19 21:24:00 UTC,,,
0FFMKTACACYACWAZFZQX2BJG5M,198.59,2699033,2023-12-19 21:24:06 UTC,,,
0FFMKTC9QAY1C307DQTMR3RBTC,197.34,2699033,2023-12-19 21:24:12 UTC,,,
0FFMKTE75B45ETTJW9R5H4E9PH,193.20,2699033,2023-12-19 21:24:19 UTC,,,
0FFMKTG4HV4NPFAYEE3HRPAQ1A,192.46,2699033,2023-12-19 21:24:25 UTC,,,
0FFMKTJ1Z4V4S22181EAHR5TSN,191.00,2699033,2023-12-19 21:24:31 UTC,,,
0FFMKTKZ94BYCHPJJZKSSQ1BAG,182.99,2699033,2023-12-19 21:24:38 UTC,,,
0FFMKTNWQ6GK5Z22ZJX8FWYZZP,186.20,2699033,2023-12-19 21:24:44 UTC,,,
0FFMKTQT24GKJ747E768RTRKW6,181.44,2699033,2023-12-19 21:24:50 UTC,,,
0FFMKTSQGWQEMB8WTTM6BESNRN,183.88,2699033,2023-12-19 21:24:56 UTC,,,
0FFMKTVMVFW4WSS389570951SB,186.21,2699033,2023-12-19 21:25:03 UTC,,,
0FFMKTXJ85Y1ZRKMFP45HRA1P6,189.02,2699033,2023-12-19 21:25:09 UTC,,,
0FFMKTZFRK2M9V990RQTYQ6YZG,189.46,2699033,2023-12-19 21:25:15 UTC,,,
0FFMKV1D1GJHEBBH57RCNWZVB6,187.55,2699033,2023-12-19 21:25:22 UTC,,,
0FFMKV3AGT4BSP6J317WGSGEDJ,192.02,2699033,2023-12-19 21:25:28 UTC,,,
0FFMKV57VYXRAJ9BP7BKDKMBM1,187.62,2699033,2023-12-19 21:25:34 UTC,,,
0FFMKV75AQ0WNN1EGX5EFFZNKF,189.13,2699033,2023-12-19 21:25:40 UTC,,,
0FFMKV92TS1DDCBVANDGE6W9C1,194.18,2699033,2023-12-19 21:25:47 UTC,,,
0FFMKVB00TWET7N0G7DJYMWJ46,199.62,2699033,2023-12-19 21:25:53 UTC,,,
0FFMKVCXEATBHBXS30M9ESEVSV,199.50,2699033,2023-12-19 21:25:59 UTC,,,
0FFMKVETT7XB20Q8FAQX18TGF8,196.67,2699033,2023-12-19 21:26:06 UTC,,,
0FFMKVGR771YCRZPQXEAMSF8A1,195.52,2699033,2023-12-19 21:26:12 UTC,,,
0FFMKVJNM7NQX02DCDQVWAN3D2,193.55,2699033,2023-12-19 21:26:18 UTC,,,
0FFMKVMJZEGXJMSYVW6K062ATJ,192.99,2699033,2023-12-19 21:26:24 UTC,,,
0FFMKVPGGQ8B91ZE7TQD7WX4NE,192.59,2699033,2023-12-19 21:26:31 UTC,,,
0FFMKVRDTR23A6GGHPNDEXA3S0,199.23,2699033,2023-12-19 21:26:37 UTC,,,
0FFMKVTB76H7X6V69TQ0K2A5EZ,197.25,2699033,2023-12-19 21:26:43 UTC,,,
0FFMKVW8J0YH5DECSDFC97AQEG,193.85,2699033,2023-12-19 21:26:50 UTC,,,
0FFMKVY5Z54P0VGWPP07JSPYJS,194.25,2699033,2023-12-19 21:26:56 UTC,,,
0FFMKW03C3FRE8NMB43870M2F3,194.08,2699033,2023-12-19 21:27:02 UTC,,,
0FFMKW20S9JVG64VASF4HPQV1H,185.21,2699033,2023-12-19 21:27:08 UTC,,,
0FFMKW3Y5H69HSSG7CN0F082HP,180.83,2699033,2023-12-19 21:27:15 UTC,,,
0FFMKW5VMPXMMNTETCT2S8P3V3,178.87,2699033,2023-12-19 21:27:21 UTC,,,
0FFMKW7RYJJWBG5Q8THYC045Y5,179.33,2699033,2023-12-19 21:27:27 UTC,,,
0FFMKW9PC86HZRJCGGFMDKRFCN,176.38,2699033,2023-12-19 21:27:34 UTC,,,
0FFMKWBKQZ52MEWFDA1YWK897M,175.12,2699033,2023-12-19 21:27:40 UTC,,,
0FFMKWDH3ZRNY2A40JSCA51BZT,181.12,2699033,2023-12-19 21:27:46 UTC,,,
0FFMKWFEHNEAB6VJS51V2NECY8,183.54,2699033,2023-12-19 21:27:52 UTC,,,
0FFMKWHC4QBB3WS2ED2C8Y3S04,182.95,2699033,2023-12-19 21:27:59 UTC,,,
0FFMKWK9B1Q84RB7RXY0PHB3A5,184.58,2699033,2023-12-19 21:28:05 UTC,,,
0FFMKWN6SQYNASEAKEB6VWAHFC,179.38,2699033,2023-12-19 21:28:11 UTC,,,
0FFMKWQ43X6NGGHRXT8AAJPANJ,179.11,2699033,2023-12-19 21:28:18 UTC,,,
0FFMKWS1EY5T0VHGW7QPEBWG5X,177.12,2699033,2023-12-19 21:28:24 UTC,,,
0FFMKWTYWMB6NG40MFR4V2M2WN,174.85,2699033,2023-12-19 21:28:30 UTC,,,
0FFMKWWW9E3T2DBRHNFTZRGDSX,176.32,2699033,2023-12-19 21:28:36 UTC,,,
0FFMKWYSPTR1RD2JP24W4RX5DK,177.65,2699033,2023-12-19 21:28:43 UTC,,,
0FFMKX0Q3N1E4FJ54P18KYKV8S,172.56,2699033,2023-12-19 21:28:49 UTC,,,
0FFMKX2MEE0AVJPTC29AD55QT8,178.44,2699033,2023-12-19 21:28:55 UTC,,,
0FFMKX4HYPNFEMF1RXEW6ABYH1,177.63,2699033,2023-12-19 21:29:02 UTC,,,
0FFMKX6F91HS770MY2X6GYGFPC,176.24,2699033,2023-12-19 21:29:08 UTC,,,
0FFMKX8CSBJR8SHQQ78Z57SXHY,172.09,2699033,2023-12-19 21:29:14 UTC,,,
0FFMKXAA1BYT8XHRGZ6KE0RGYE,167.71,2699033,2023-12-19 21:29:20 UTC,,,
0FFMKXC7EN26NB69F2RQGN1RTT,164.25,2699033,2023-12-19 21:29:27 UTC,,,
